,legacy_id,last_reported,num_docks_available,station_status,num_bikes_disabled,station_id,is_installed,num_docks_disabled,is_returning,num_bikes_available,eightd_has_available_keys,num_ebikes_available,is_renting,starttime,timestamp,demand,supply
0,72,1604246323,23,active,0,72,1,0,1,32,False,1,1,1604246395,1604246395,32,32
1,79,1604246110,10,active,0,79,1,0,1,23,False,0,1,1604246395,1604246395,23,23
2,82,1604246119,13,active,0,82,1,0,1,14,False,0,1,1604246395,1604246395,14,14
3,83,1604246193,11,active,0,83,1,0,1,51,False,1,1,1604246395,1604246395,51,51
4,116,86400,0,out_of_service,0,116,0,0,0,0,False,0,0,1604246395,1604246395,0,0
5,119,1604246064,11,active,1,119,1,0,1,41,False,0,1,1604246395,1604246395,41,41
6,120,1604246343,16,active,0,120,1,0,1,3,False,3,1,1604246395,1604246395,3,3
7,127,1604246307,6,active,1,127,1,0,1,24,False,1,1,1604246395,1604246395,24,24
8,128,1604246045,41,active,0,128,1,0,1,15,False,4,1,1604246395,1604246395,15,15
9,143,1604246277,21,active,1,143,1,0,1,2,False,0,1,1604246395,1604246395,2,2
10,144,1604245888,23,active,0,144,1,0,1,35,False,4,1,1604246395,1604246395,35,35
11,146,1604246364,23,active,1,146,1,0,1,15,False,0,1,1604246395,1604246395,15,15
12,150,1604245648,25,active,1,150,1,0,1,29,False,1,1,1604246395,1604246395,29,29
13,151,1604246297,14,active,2,151,1,0,1,17,True,2,1,1604246395,1604246395,17,17
14,152,1604246096,43,active,0,152,1,0,1,6,False,1,1,1604246395,1604246395,6,6
15,157,1604246357,10,active,1,157,1,0,1,12,False,0,1,1604246395,1604246395,12,12
16,161,1604245848,8,active,1,161,1,0,1,26,False,2,1,1604246395,1604246395,26,26
17,164,1604245656,19,active,1,164,1,0,1,7,False,0,1,1604246395,1604246395,7,7
18,168,1604246371,24,active,0,168,1,0,1,23,False,1,1,1604246395,1604246395,23,23
19,173,1604246356,41,active,2,173,1,0,1,27,False,1,1,1604246395,1604246395,27,27
20,174,1604246371,9,active,1,174,1,0,1,20,False,0,1,1604246395,1604246395,20,20
21,212,1604246392,47,active,0,212,1,0,1,13,False,1,1,1604246395,1604246395,13,13
22,216,1604246126,34,active,0,216,1,0,1,3,False,1,1,1604246395,1604246395,3,3
23,217,1604245452,2,active,0,217,1,0,1,37,False,1,1,1604246395,1604246395,37,37
24,223,1604246318,24,active,0,223,1,0,1,9,False,0,1,1604246395,1604246395,9,9
25,224,1604246360,24,active,1,224,1,0,1,5,True,2,1,1604246395,1604246395,5,5
26,228,1604245962,22,active,1,228,1,0,1,32,False,6,1,1604246395,1604246395,32,32
27,229,1604245669,6,active,2,229,1,0,1,15,False,0,1,1604246395,1604246395,15,15
28,236,1604246374,14,active,0,236,1,0,1,33,False,0,1,1604246395,1604246395,33,33
29,237,1601900359,19,out_of_service,0,237,0,0,0,0,False,0,0,1604246395,1604246395,0,0
30,238,1604246393,7,active,0,238,1,0,1,24,False,3,1,1604246395,1604246395,24,24
31,239,1604246360,18,active,1,239,1,0,1,12,False,0,1,1604246395,1604246395,12,12
32,241,1604246158,1,active,2,241,1,0,1,20,False,8,1,1604246395,1604246395,20,20
33,242,1604246146,9,active,1,242,1,0,1,36,False,3,1,1604246395,1604246395,36,36
34,244,1604245136,24,active,0,244,1,0,1,7,False,2,1,1604246395,1604246395,7,7
35,245,1604242961,18,active,1,245,1,0,1,4,False,0,1,1604246395,1604246395,4,4
36,247,1604245977,53,active,0,247,1,0,1,2,False,0,1,1604246395,1604246395,2,2
37,248,1604246321,35,active,0,248,1,0,1,64,False,0,1,1604246395,1604246395,64,64
38,249,1604245484,24,active,0,249,1,0,1,3,False,1,1,1604246395,1604246395,3,3
39,250,1604246186,7,active,3,250,1,0,1,30,False,3,1,1604246395,1604246395,30,30
40,251,1604246354,5,active,0,251,1,0,1,22,False,2,1,1604246395,1604246395,22,22
41,252,1604245998,16,active,2,252,1,0,1,15,False,0,1,1604246395,1604246395,15,15
42,254,1604246198,31,active,1,254,1,0,1,15,False,0,1,1604246395,1604246395,15,15
43,257,1604246214,27,active,1,257,1,0,1,11,False,1,1,1604246395,1604246395,11,11
44,258,1604246324,7,active,2,258,1,0,1,14,False,1,1,1604246395,1604246395,14,14
45,259,1604245984,14,active,0,259,1,0,1,25,False,6,1,1604246395,1604246395,25,25
46,260,1604245657,24,active,1,260,1,0,1,8,False,0,1,1604246395,1604246395,8,8
47,261,1604245415,19,active,0,261,1,0,1,22,False,4,1,1604246395,1604246395,22,22
48,262,1604246375,20,active,0,262,1,0,1,4,False,2,1,1604246395,1604246395,4,4
49,264,1604246227,0,active,3,264,1,24,1,0,False,0,1,1604246395,1604246395,0,0
50,265,1604246313,1,active,1,265,1,0,1,33,False,1,1,1604246395,1604246395,33,33
51,267,1604246263,40,active,2,267,1,0,1,28,False,0,1,1604246395,1604246395,28,28
52,268,1604245966,15,active,1,268,1,0,1,11,False,0,1,1604246395,1604246395,11,11
53,270,1604246333,8,active,0,270,1,0,1,15,False,7,1,1604246395,1604246395,15,15
54,274,1604246208,6,active,1,274,1,0,1,24,False,1,1,1604246395,1604246395,24,24
55,275,1604244401,19,active,0,275,1,0,1,0,False,0,1,1604246395,1604246395,0,0
56,276,1604246255,19,active,1,276,1,0,1,5,False,0,1,1604246395,1604246395,5,5
57,278,1604245648,15,active,1,278,1,0,1,3,False,1,1,1604246395,1604246395,3,3
58,280,86400,0,out_of_service,0,280,0,0,0,0,False,0,0,1604246395,1604246395,0,0
59,281,1604246172,50,active,0,281,1,0,1,16,True,4,1,1604246395,1604246395,16,16
60,282,1604246392,6,active,1,282,1,0,1,20,False,1,1,1604246395,1604246395,20,20
61,284,1604246333,47,active,2,284,1,0,1,2,False,0,1,1604246395,1604246395,2,2
62,285,1604246323,24,active,4,285,1,0,1,25,True,1,1,1604246395,1604246395,25,25
63,289,1604246289,8,active,1,289,1,0,1,10,False,1,1,1604246395,1604246395,10,10
64,291,1604246328,2,active,0,291,1,0,1,11,False,0,1,1604246395,1604246395,11,11
65,293,1604246204,15,active,3,293,1,1,1,36,False,1,1,1604246395,1604246395,36,36
66,295,1604246388,5,active,0,295,1,0,1,19,False,3,1,1604246395,1604246395,19,19
67,297,1604246335,49,active,2,297,1,0,1,26,False,0,1,1604246395,1604246395,26,26
68,298,1604246175,7,active,2,298,1,0,1,26,False,0,1,1604246395,1604246395,26,26
69,301,1604246310,11,active,0,301,1,0,1,47,False,2,1,1604246395,1604246395,47,47
70,302,1604246381,9,active,2,302,1,0,1,12,False,1,1,1604246395,1604246395,12,12
71,303,1604246259,49,active,0,303,1,0,1,18,False,0,1,1604246395,1604246395,18,18
