,station_status,num_bikes_disabled,num_bikes_available,eightd_has_available_keys,legacy_id,station_id,is_renting,num_docks_disabled,is_installed,num_ebikes_available,is_returning,num_docks_available,last_reported,starttime,timestamp,demand,supply
0,active,1,26,False,72,72,1,0,1,0,1,28,1604249849,1604250000,1604250000,26,26
1,active,0,18,False,79,79,1,0,1,0,1,15,1604249953,1604250000,1604250000,18,18
2,active,0,14,False,82,82,1,0,1,0,1,13,1604249432,1604250000,1604250000,14,14
3,active,0,55,False,83,83,1,0,1,1,1,7,1604249938,1604250000,1604250000,55,55
4,out_of_service,0,0,False,116,116,0,0,0,0,0,0,86400,1604250000,1604250000,0,0
5,active,1,40,False,119,119,1,0,1,1,1,12,1604249655,1604250000,1604250000,40,40
6,active,0,4,False,120,120,1,0,1,0,1,15,1604249814,1604250000,1604250000,4,4
7,active,1,29,False,127,127,1,0,1,0,1,1,1604249907,1604250000,1604250000,29,29
8,active,0,27,False,128,128,1,0,1,4,1,29,1604249945,1604250000,1604250000,27,27
9,active,1,4,False,143,143,1,0,1,0,1,19,1604249982,1604250000,1604250000,4,4
10,active,0,26,False,144,144,1,0,1,0,1,32,1604249151,1604250000,1604250000,26,26
11,active,1,16,False,146,146,1,0,1,0,1,22,1604249975,1604250000,1604250000,16,16
12,active,1,21,False,150,150,1,0,1,0,1,33,1604249885,1604250000,1604250000,21,21
13,active,3,14,True,151,151,1,0,1,2,1,16,1604249846,1604250000,1604250000,14,14
14,active,0,14,False,152,152,1,0,1,0,1,35,1604249871,1604250000,1604250000,14,14
15,active,2,10,False,157,157,1,0,1,0,1,11,1604249827,1604250000,1604250000,10,10
16,active,1,29,False,161,161,1,0,1,2,1,5,1604249983,1604250000,1604250000,29,29
17,active,1,5,False,164,164,1,0,1,0,1,21,1604249120,1604250000,1604250000,5,5
18,active,0,42,False,168,168,1,0,1,0,1,5,1604249839,1604250000,1604250000,42,42
19,active,2,27,False,173,173,1,0,1,0,1,41,1604249978,1604250000,1604250000,27,27
20,active,0,12,False,174,174,1,0,1,2,1,18,1604249910,1604250000,1604250000,12,12
21,active,0,17,False,212,212,1,0,1,2,1,43,1604249996,1604250000,1604250000,17,17
22,active,0,4,False,216,216,1,0,1,2,1,33,1604249835,1604250000,1604250000,4,4
23,active,0,39,False,217,217,1,0,1,3,1,0,1604249586,1604250000,1604250000,39,39
24,active,0,8,False,223,223,1,0,1,1,1,25,1604249784,1604250000,1604250000,8,8
25,active,1,1,True,224,224,1,0,1,0,1,28,1604249082,1604250000,1604250000,1,1
26,active,1,30,False,228,228,1,0,1,7,1,24,1604249908,1604250000,1604250000,30,30
27,active,2,18,False,229,229,1,0,1,1,1,3,1604249537,1604250000,1604250000,18,18
28,active,0,34,False,236,236,1,0,1,1,1,13,1604249906,1604250000,1604250000,34,34
29,out_of_service,0,0,False,237,237,0,0,0,0,0,19,1601900359,1604250000,1604250000,0,0
30,active,0,16,False,238,238,1,0,1,0,1,15,1604248958,1604250000,1604250000,16,16
31,active,0,9,False,239,239,1,0,1,1,1,22,1604249684,1604250000,1604250000,9,9
32,active,3,18,False,241,241,1,0,1,6,1,2,1604249912,1604250000,1604250000,18,18
33,active,0,37,False,242,242,1,0,1,2,1,9,1604249703,1604250000,1604250000,37,37
34,active,0,8,False,244,244,1,0,1,0,1,23,1604249943,1604250000,1604250000,8,8
35,active,1,7,False,245,245,1,0,1,0,1,15,1604249952,1604250000,1604250000,7,7
36,active,0,10,False,247,247,1,0,1,2,1,45,1604249942,1604250000,1604250000,10,10
37,active,1,65,False,248,248,1,0,1,0,1,33,1604249799,1604250000,1604250000,65,65
38,active,0,2,False,249,249,1,0,1,0,1,25,1604249786,1604250000,1604250000,2,2
39,active,4,34,False,250,250,1,0,1,5,1,2,1604249897,1604250000,1604250000,34,34
40,active,0,18,False,251,251,1,0,1,2,1,9,1604249988,1604250000,1604250000,18,18
41,active,2,15,False,252,252,1,0,1,1,1,16,1604249485,1604250000,1604250000,15,15
42,active,1,10,False,254,254,1,0,1,0,1,36,1604249858,1604250000,1604250000,10,10
43,active,1,16,False,257,257,1,0,1,1,1,22,1604249932,1604250000,1604250000,16,16
44,active,1,15,False,258,258,1,0,1,2,1,7,1604249572,1604250000,1604250000,15,15
45,active,0,30,False,259,259,1,0,1,6,1,9,1604249817,1604250000,1604250000,30,30
46,active,1,9,False,260,260,1,0,1,0,1,23,1604249718,1604250000,1604250000,9,9
47,active,0,22,False,261,261,1,0,1,4,1,19,1604249524,1604250000,1604250000,22,22
48,active,1,2,False,262,262,1,0,1,2,1,21,1604249793,1604250000,1604250000,2,2
49,active,3,0,False,264,264,1,24,1,0,1,0,1604249952,1604250000,1604250000,0,0
50,active,1,31,False,265,265,1,0,1,0,1,3,1604249886,1604250000,1604250000,31,31
51,active,2,28,False,267,267,1,0,1,0,1,40,1604249813,1604250000,1604250000,28,28
52,active,0,23,False,268,268,1,0,1,2,1,4,1604249980,1604250000,1604250000,23,23
53,active,0,17,False,270,270,1,0,1,8,1,6,1604249176,1604250000,1604250000,17,17
54,active,1,23,False,274,274,1,0,1,0,1,7,1604249546,1604250000,1604250000,23,23
55,active,0,1,False,275,275,1,0,1,0,1,18,1604249193,1604250000,1604250000,1,1
56,active,0,0,False,276,276,1,0,1,0,1,25,1604249028,1604250000,1604250000,0,0
57,active,1,4,False,278,278,1,0,1,0,1,14,1604247716,1604250000,1604250000,4,4
58,out_of_service,0,0,False,280,280,0,0,0,0,0,0,86400,1604250000,1604250000,0,0
59,active,1,30,True,281,281,1,0,1,5,1,35,1604249885,1604250000,1604250000,30,30
60,active,1,20,False,282,282,1,0,1,0,1,6,1604249812,1604250000,1604250000,20,20
61,active,3,8,False,284,284,1,0,1,3,1,40,1604249996,1604250000,1604250000,8,8
62,active,4,27,True,285,285,1,0,1,0,1,22,1604249882,1604250000,1604250000,27,27
63,active,1,11,False,289,289,1,0,1,1,1,7,1604249681,1604250000,1604250000,11,11
64,active,0,12,False,291,291,1,0,1,0,1,1,1604249992,1604250000,1604250000,12,12
65,active,3,28,False,293,293,1,1,1,2,1,23,1604249976,1604250000,1604250000,28,28
66,active,0,23,False,295,295,1,0,1,1,1,1,1604249816,1604250000,1604250000,23,23
67,active,2,19,False,297,297,1,0,1,1,1,56,1604249992,1604250000,1604250000,19,19
68,active,2,26,False,298,298,1,0,1,0,1,7,1604249812,1604250000,1604250000,26,26
69,active,1,39,False,301,301,1,0,1,0,1,18,1604249885,1604250000,1604250000,39,39
70,active,2,11,False,302,302,1,0,1,0,1,10,1604249900,1604250000,1604250000,11,11
71,active,1,30,False,303,303,1,0,1,4,1,36,1604249918,1604250000,1604250000,30,30
72,active,0,27,False,304,304,1,0,1,1,1,6,1604249547,1604250000,1604250000,27,27
73,active,1,9,False,305,305,1,0,1,1,1,23,1604249810,1604250000,1604250000,9,9
74,active,0,27,False,307,307,1,0,1,0,1,3,1604249997,1604250000,1604250000,27,27
