,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,legacy_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,station_status,starttime,timestamp,demand,supply
0,False,1,1,1,1608274709,72,14,0,41,0,4,72,active,1608289205,1608289205,0,1
1,False,1,1,1,1608283323,79,19,0,14,0,3,79,active,1608289205,1608289205,1,0
2,False,1,1,1,1608273502,82,22,1,4,0,4,82,active,1608289205,1608289205,0,2
3,False,1,1,1,1608285534,83,20,0,42,0,4,83,active,1608289205,1608289205,0,1
4,False,1,1,1,1608274707,116,37,0,13,0,2,116,active,1608289205,1608289205,0,0
5,False,1,1,1,1608272300,119,26,0,27,0,1,119,active,1608289205,1608289205,0,0
6,False,1,1,1,1608272297,120,0,0,19,0,0,120,active,1608289205,1608289205,0,0
7,False,1,0,1,1608273502,127,0,29,2,0,0,127,active,1608289205,1608289205,0,0
8,False,1,0,1,1608274708,128,0,42,14,0,0,128,active,1608289205,1608289205,0,0
9,False,1,1,1,1608272296,143,5,0,19,0,0,143,active,1608289205,1608289205,0,0
10,False,1,1,1,1608281943,144,52,0,6,0,1,144,active,1608289205,1608289205,0,0
11,False,1,1,1,1608272297,146,15,1,23,0,2,146,active,1608289205,1608289205,0,0
12,False,1,1,1,1608278125,150,51,1,3,0,27,150,active,1608289205,1608289205,0,1
13,True,1,1,1,1608279340,151,8,1,24,0,2,151,active,1608289205,1608289205,0,1
14,False,1,1,1,1608284355,152,16,1,32,0,7,152,active,1608289205,1608289205,0,1
15,False,1,1,1,1608272296,157,16,0,6,1,6,157,active,1608289205,1608289205,0,1
16,False,1,1,1,1608288164,161,21,2,12,0,1,161,active,1608289205,1608289205,0,0
17,False,1,0,0,1608277119,164,5,0,42,0,2,164,active,1608289205,1608289205,0,0
18,False,1,0,0,1608274709,168,35,1,11,0,2,168,active,1608289205,1608289205,0,0
19,False,1,1,1,1608278800,173,53,3,14,0,21,173,active,1608289205,1608289205,0,1
20,False,1,1,1,1608276732,174,10,2,23,0,1,174,active,1608289205,1608289205,0,0
21,False,1,1,1,1608269475,212,19,1,40,0,1,212,active,1608289205,1608289205,0,1
22,False,1,1,1,1608272297,216,2,1,34,0,1,216,active,1608289205,1608289205,0,0
23,False,1,0,0,1608272297,217,22,0,17,0,0,217,active,1608289205,1608289205,0,0
24,False,1,1,1,1608280737,223,31,0,2,0,8,223,active,1608289205,1608289205,0,0
25,False,1,1,1,1608288286,224,4,0,30,0,2,224,active,1608289205,1608289205,1,0
26,False,1,1,1,1608274708,228,29,1,25,0,4,228,active,1608289205,1608289205,0,0
27,False,1,0,1,1608287724,229,0,22,1,0,0,229,active,1608289205,1608289205,0,0
28,False,1,1,1,1608285377,232,6,0,46,0,3,232,active,1608289205,1608289205,0,0
29,False,1,1,1,1608289119,236,0,24,0,27,0,236,active,1608289205,1608289205,0,0
30,False,1,0,0,1608187031,237,0,38,1,0,0,237,active,1608289205,1608289205,0,0
31,False,1,1,1,1608283815,238,14,0,17,0,3,238,active,1608289205,1608289205,0,0
32,False,1,1,1,1608272297,239,3,1,27,0,0,239,active,1608289205,1608289205,0,0
33,False,1,1,1,1608272296,241,7,0,16,0,4,241,active,1608289205,1608289205,0,0
34,False,1,1,1,1608272296,242,28,0,18,0,0,242,active,1608289205,1608289205,0,0
35,False,1,1,1,1608283483,244,0,0,31,0,0,244,active,1608289205,1608289205,0,0
36,True,1,1,1,1608274709,245,1,1,21,0,0,245,active,1608289205,1608289205,0,0
37,False,1,1,1,1608282117,247,67,0,12,0,2,247,active,1608289205,1608289205,0,1
38,False,1,1,1,1608273501,248,36,2,53,0,1,248,active,1608289205,1608289205,0,0
39,False,1,1,1,1608277963,249,24,1,2,0,1,249,active,1608289205,1608289205,0,0
40,False,1,0,1,1608273502,250,0,22,18,0,0,250,active,1608289205,1608289205,0,0
41,False,1,1,1,1608274708,251,23,2,2,0,4,251,active,1608289205,1608289205,0,1
42,False,1,1,1,1608273502,252,31,1,1,0,7,252,active,1608289205,1608289205,0,0
43,False,1,1,1,1608283597,254,42,1,4,0,2,254,active,1608289205,1608289205,0,0
44,False,1,1,1,1608274708,257,68,0,11,0,12,257,active,1608289205,1608289205,0,0
45,False,1,1,1,1608246673,258,0,1,22,0,0,258,active,1608289205,1608289205,0,0
46,False,1,1,1,1608272300,259,34,0,5,0,0,259,active,1608289205,1608289205,0,0
47,False,1,1,1,1608272297,260,10,0,23,0,4,260,active,1608289205,1608289205,0,0
48,False,1,1,1,1608272297,261,17,0,24,0,2,261,active,1608289205,1608289205,0,0
49,False,1,1,1,1608285988,262,1,0,23,0,0,262,active,1608289205,1608289205,0,0
50,False,1,1,1,1608273502,264,15,0,12,0,6,264,active,1608289205,1608289205,0,0
51,False,1,1,1,1608273502,265,25,1,9,0,1,265,active,1608289205,1608289205,0,1
52,False,1,1,1,1608288925,267,6,3,69,0,0,267,active,1608289205,1608289205,1,0
53,False,1,1,1,1608271249,268,18,0,9,0,0,268,active,1608289205,1608289205,0,2
54,False,1,1,1,1608288405,270,0,0,28,0,0,270,active,1608289205,1608289205,0,0
55,False,1,1,1,1608272297,274,10,0,21,0,5,274,active,1608289205,1608289205,0,1
56,False,1,1,1,1608272296,275,4,0,15,0,2,275,active,1608289205,1608289205,0,0
57,False,1,1,1,1608272297,276,10,0,15,0,4,276,active,1608289205,1608289205,0,0
58,False,1,1,1,1608272296,278,4,0,15,0,0,278,active,1608289205,1608289205,0,1
59,False,0,0,0,86400,280,0,0,0,0,0,280,out_of_service,1608289205,1608289205,0,0
60,True,1,1,1,1608273501,281,38,0,28,0,10,281,active,1608289205,1608289205,1,0
61,False,1,1,1,1608274708,282,14,3,10,0,6,282,active,1608289205,1608289205,0,0
62,False,1,1,1,1608274708,284,40,0,11,0,1,284,active,1608289205,1608289205,1,0
63,False,1,0,0,1608273502,285,38,1,14,0,6,285,active,1608289205,1608289205,0,0
