,eightd_active_station_services,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,legacy_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,station_status,valet,starttime,timestamp,demand,supply
0,,False,1,1,1,1605808790,72,5,1,49,0,0,72,active,,1605808805,1605808805,1,0
1,,False,1,1,1,1605808649,79,30,1,2,0,1,79,active,,1605808805,1605808805,0,0
2,,False,1,1,1,1605808154,82,17,1,9,0,2,82,active,,1605808805,1605808805,0,3
3,,False,1,1,1,1605807690,83,58,0,3,0,0,83,active,,1605808805,1605808805,2,0
4,,False,0,0,0,86400,116,0,0,0,0,0,116,out_of_service,,1605808805,1605808805,0,0
5,,False,1,1,1,1605807948,119,50,1,2,0,1,119,active,,1605808805,1605808805,0,1
6,,False,1,1,1,1605806996,120,1,0,18,0,0,120,active,,1605808805,1605808805,2,0
7,,False,1,1,1,1605808660,127,13,3,15,0,0,127,active,,1605808805,1605808805,0,2
8,,False,1,1,1,1605808670,128,51,3,2,0,4,128,active,,1605808805,1605808805,2,0
9,,False,1,1,1,1605807712,143,12,0,12,0,1,143,active,,1605808805,1605808805,0,1
10,,False,1,1,1,1605805987,144,53,1,4,0,0,144,active,,1605808805,1605808805,3,0
11,,False,1,1,1,1605808730,146,36,1,2,0,3,146,active,,1605808805,1605808805,0,0
12,,False,1,1,1,1605808778,150,20,0,35,0,0,150,active,,1605808805,1605808805,2,0
13,,True,1,1,1,1605808688,151,24,4,5,0,1,151,active,,1605808805,1605808805,3,0
14,,False,1,1,1,1605806587,152,49,0,0,0,1,152,active,,1605808805,1605808805,0,0
15,,False,1,1,1,1605807340,157,18,1,4,0,0,157,active,,1605808805,1605808805,0,0
16,,False,1,0,0,1605808677,161,33,2,0,0,2,161,active,,1605808805,1605808805,0,0
17,,False,1,1,1,1605808613,164,30,4,13,0,1,164,active,,1605808805,1605808805,4,0
18,,False,1,0,0,1605808176,168,45,1,1,0,5,168,active,,1605808805,1605808805,0,0
19,,False,1,1,1,1605808500,173,38,0,32,0,7,173,active,,1605808805,1605808805,0,2
20,,False,1,1,1,1605808576,174,28,0,7,0,0,174,active,,1605808805,1605808805,5,0
21,,False,1,1,1,1605808584,212,36,1,23,0,1,212,active,,1605808805,1605808805,0,1
22,,False,1,1,1,1605807709,216,2,0,35,0,0,216,active,,1605808805,1605808805,0,2
23,,False,1,1,1,1605806526,217,32,1,6,0,0,217,active,,1605808805,1605808805,0,0
24,,False,1,1,1,1605808729,223,24,2,7,0,2,223,active,,1605808805,1605808805,1,0
25,,True,1,1,1,1605808620,224,10,5,15,0,1,224,active,,1605808805,1605808805,3,0
26,,False,1,1,1,1605808802,228,25,2,27,1,0,228,active,,1605808805,1605808805,2,0
27,,False,1,1,1,1605808437,229,22,0,1,0,4,229,active,,1605808805,1605808805,0,3
28,,False,1,1,1,1605808562,236,36,5,10,0,0,236,active,,1605808805,1605808805,0,4
29,,False,1,1,1,1605808695,237,12,2,25,0,0,237,active,,1605808805,1605808805,0,9
30,,False,1,1,1,1605808190,238,14,2,15,0,3,238,active,,1605808805,1605808805,0,2
31,,False,1,1,1,1605808250,239,6,2,23,0,0,239,active,,1605808805,1605808805,2,0
32,,False,1,1,1,1605808642,241,7,1,15,0,2,241,active,,1605808805,1605808805,0,2
33,,False,1,1,1,1605808526,242,45,1,0,0,3,242,active,,1605808805,1605808805,0,0
34,,False,1,1,1,1605808740,244,3,1,27,0,0,244,active,,1605808805,1605808805,0,1
35,,True,1,1,1,1605807954,245,14,4,5,0,1,245,active,,1605808805,1605808805,0,2
36,,False,1,1,1,1605808147,247,28,1,26,0,1,247,active,,1605808805,1605808805,3,0
37,,False,1,1,1,1605808383,248,94,0,5,0,2,248,active,,1605808805,1605808805,0,0
38,,False,1,1,1,1605807611,249,22,1,4,0,0,249,active,,1605808805,1605808805,4,0
39,,False,1,1,1,1605808799,250,36,4,0,0,2,250,active,,1605808805,1605808805,0,1
40,,False,1,1,1,1605808693,251,23,1,3,0,2,251,active,,1605808805,1605808805,3,0
41,,False,1,1,1,1605808312,252,23,1,9,0,0,252,active,,1605808805,1605808805,0,1
42,,False,1,1,1,1605808605,254,33,1,13,0,0,254,active,,1605808805,1605808805,1,0
43,,False,1,1,1,1605808800,257,36,0,3,0,5,257,active,,1605808805,1605808805,0,2
44,,False,1,1,1,1605806980,258,1,1,21,0,0,258,active,,1605808805,1605808805,0,0
45,,False,1,1,1,1605807995,259,37,1,1,0,0,259,active,,1605808805,1605808805,0,1
46,,False,1,1,1,1605805946,260,33,0,0,0,8,260,active,,1605808805,1605808805,0,1
47,,False,1,1,1,1605807776,261,13,0,28,0,0,261,active,,1605808805,1605808805,2,0
48,,False,1,1,1,1605807534,262,2,1,21,0,1,262,active,,1605808805,1605808805,0,2
