,eightd_active_station_services,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,legacy_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,station_status,valet,starttime,timestamp,demand,supply
0,,False,1,1,1,1606258603,72,14,1,40,0,1,72,active,,1606258805,1606258805,0,3
1,,False,1,1,1,1606257900,79,28,2,3,0,0,79,active,,1606258805,1606258805,0,4
2,,False,1,1,1,1606258602,82,23,2,2,0,1,82,active,,1606258805,1606258805,2,0
3,,False,1,1,1,1606258673,83,45,0,16,0,1,83,active,,1606258805,1606258805,0,2
4,,False,0,0,0,86400,116,0,0,0,0,0,116,out_of_service,,1606258805,1606258805,0,0
5,,False,1,1,1,1606258188,119,52,1,0,0,1,119,active,,1606258805,1606258805,0,0
6,,False,1,1,1,1606258020,120,0,1,18,0,0,120,active,,1606258805,1606258805,2,0
7,,False,1,1,1,1606258765,127,27,2,2,0,3,127,active,,1606258805,1606258805,0,0
8,,False,1,1,1,1606258492,128,54,2,0,0,1,128,active,,1606258805,1606258805,0,3
9,,False,1,1,1,1606258343,143,0,3,21,0,0,143,active,,1606258805,1606258805,1,0
10,,False,1,1,1,1606257879,144,55,0,3,0,1,144,active,,1606258805,1606258805,3,0
11,,False,1,1,1,1606258730,146,36,2,1,0,1,146,active,,1606258805,1606258805,1,0
12,,False,1,1,1,1606258704,150,29,2,24,0,2,150,active,,1606258805,1606258805,5,0
13,,True,1,1,1,1606258783,151,22,7,4,0,0,151,active,,1606258805,1606258805,1,0
14,,False,1,1,1,1606257807,152,45,4,0,0,1,152,active,,1606258805,1606258805,0,0
15,,False,1,1,1,1606257244,157,13,3,7,0,2,157,active,,1606258805,1606258805,0,1
16,,False,1,1,1,1606258713,161,16,0,19,0,2,161,active,,1606258805,1606258805,2,0
17,,False,1,1,1,1606258693,164,7,4,36,0,0,164,active,,1606258805,1606258805,3,0
18,,False,1,1,1,1606258763,168,32,0,15,0,2,168,active,,1606258805,1606258805,0,2
19,,False,1,1,1,1606258444,173,13,1,56,0,1,173,active,,1606258805,1606258805,0,6
20,,False,1,1,1,1606258788,174,13,2,20,0,0,174,active,,1606258805,1606258805,0,4
21,,False,1,1,1,1606258568,212,46,0,14,0,1,212,active,,1606258805,1606258805,0,0
22,,False,1,1,1,1606258741,216,1,2,34,0,0,216,active,,1606258805,1606258805,0,0
23,,False,1,1,1,1606258070,217,36,3,0,0,2,217,active,,1606258805,1606258805,0,1
24,,False,1,1,1,1606258297,223,29,4,0,0,4,223,active,,1606258805,1606258805,0,3
25,,True,1,1,1,1606258712,224,19,2,9,0,1,224,active,,1606258805,1606258805,3,0
26,,False,1,1,1,1606258004,228,19,0,34,2,0,228,active,,1606258805,1606258805,0,2
27,,False,1,1,1,1606258723,229,20,1,2,0,4,229,active,,1606258805,1606258805,0,0
28,,False,1,1,1,1606258728,236,0,51,0,0,0,236,active,,1606258805,1606258805,0,0
29,,False,1,1,1,1606258510,237,33,1,5,0,1,237,active,,1606258805,1606258805,3,0
30,,False,1,1,1,1606258751,238,17,2,12,0,2,238,active,,1606258805,1606258805,3,0
