,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,legacy_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,station_status,starttime,timestamp,demand,supply
0,False,1,1,1,1608072821,72,9,2,44,0,1,72,active,1608073195,1608073195,2,0
1,False,1,1,1,1608072952,79,21,3,9,0,4,79,active,1608073195,1608073195,0,5
2,False,1,1,1,1608072929,82,14,3,10,0,0,82,active,1608073195,1608073195,0,0
3,False,1,1,1,1608073061,83,11,1,50,0,2,83,active,1608073195,1608073195,0,0
4,False,1,1,1,1608072848,116,40,1,9,0,4,116,active,1608073195,1608073195,0,1
5,False,1,1,1,1608072655,119,33,1,19,0,10,119,active,1608073195,1608073195,0,0
6,False,1,1,1,1608073060,120,2,0,17,0,1,120,active,1608073195,1608073195,1,0
7,False,1,1,1,1608072656,127,27,1,3,0,9,127,active,1608073195,1608073195,0,2
8,False,1,1,1,1608072706,128,49,0,7,0,1,128,active,1608073195,1608073195,0,0
9,False,1,1,1,1608073047,143,1,0,23,0,0,143,active,1608073195,1608073195,0,1
10,False,1,1,1,1608072407,144,47,1,10,0,0,144,active,1608073195,1608073195,0,0
11,False,1,1,1,1608073013,146,18,0,21,0,2,146,active,1608073195,1608073195,0,2
12,False,1,1,1,1608073147,150,10,2,43,0,0,150,active,1608073195,1608073195,0,0
13,True,1,1,1,1608073131,151,29,2,2,0,16,151,active,1608073195,1608073195,0,3
14,False,1,1,1,1608072731,152,5,0,44,0,1,152,active,1608073195,1608073195,1,0
15,False,1,1,1,1608073082,157,3,1,18,1,1,157,active,1608073195,1608073195,2,0
16,False,1,1,1,1608072583,161,30,1,4,0,1,161,active,1608073195,1608073195,0,1
17,False,1,1,1,1608072997,164,7,0,40,0,0,164,active,1608073195,1608073195,0,5
18,False,1,1,1,1608072974,168,36,0,11,0,6,168,active,1608073195,1608073195,2,0
19,False,1,0,0,1607980676,173,62,3,5,0,27,173,active,1608073195,1608073195,0,0
20,False,1,1,1,1608072609,174,1,0,34,0,0,174,active,1608073195,1608073195,1,0
21,False,1,1,1,1608072987,212,35,2,23,0,1,212,active,1608073195,1608073195,0,4
22,False,1,1,1,1608072884,216,4,3,30,0,0,216,active,1608073195,1608073195,0,0
23,False,1,1,1,1608073182,217,29,1,9,0,4,217,active,1608073195,1608073195,0,4
24,False,1,1,1,1608072841,223,22,1,10,0,1,223,active,1608073195,1608073195,2,0
25,False,1,1,1,1608071331,224,11,1,22,0,0,224,active,1608073195,1608073195,3,0
26,False,1,1,1,1608073110,228,22,0,33,0,1,228,active,1608073195,1608073195,0,3
27,False,1,1,1,1608073098,229,16,6,1,0,3,229,active,1608073195,1608073195,1,0
28,False,1,1,1,1608072756,232,3,0,49,0,1,232,active,1608073195,1608073195,0,0
29,False,1,1,1,1608073097,236,14,1,36,0,1,236,active,1608073195,1608073195,6,0
30,False,1,1,1,1608073156,237,8,2,29,0,2,237,active,1608073195,1608073195,0,6
31,False,1,1,1,1608071906,238,19,4,8,0,3,238,active,1608073195,1608073195,0,4
32,False,1,1,1,1608072336,239,6,1,24,0,0,239,active,1608073195,1608073195,0,0
33,False,1,1,1,1608071135,241,0,0,23,0,0,241,active,1608073195,1608073195,1,0
34,False,1,1,1,1608072957,242,32,0,14,0,0,242,active,1608073195,1608073195,0,4
35,False,1,1,1,1608072481,244,4,0,27,0,1,244,active,1608073195,1608073195,2,0
36,True,1,1,1,1608070257,245,2,0,21,0,1,245,active,1608073195,1608073195,2,0
37,False,1,1,1,1608072953,247,68,2,9,0,3,247,active,1608073195,1608073195,5,0
38,False,1,1,1,1608072514,248,48,1,42,0,8,248,active,1608073195,1608073195,0,3
39,False,1,1,1,1608072696,249,21,0,6,0,0,249,active,1608073195,1608073195,0,0
40,False,1,1,1,1608073052,250,40,0,0,0,7,250,active,1608073195,1608073195,0,4
41,False,1,1,1,1608072906,251,26,1,0,0,3,251,active,1608073195,1608073195,0,3
42,False,1,1,1,1608072973,252,10,2,21,0,0,252,active,1608073195,1608073195,6,0
43,False,1,1,1,1608072886,254,43,3,1,0,6,254,active,1608073195,1608073195,0,1
44,False,1,1,1,1608073091,257,71,3,5,0,4,257,active,1608073195,1608073195,0,13
45,False,1,1,1,1608072588,258,0,1,22,0,0,258,active,1608073195,1608073195,3,0
46,False,1,1,1,1608071476,259,29,0,10,0,1,259,active,1608073195,1608073195,0,1
47,False,1,1,1,1608072962,260,10,0,23,0,3,260,active,1608073195,1608073195,0,4
48,False,1,1,1,1608072380,261,12,0,29,0,0,261,active,1608073195,1608073195,0,1
49,False,1,1,1,1608071106,262,1,1,22,0,0,262,active,1608073195,1608073195,0,1
50,False,1,1,1,1608072727,264,7,0,20,0,0,264,active,1608073195,1608073195,2,0
51,False,1,1,1,1608073184,265,17,1,17,0,3,265,active,1608073195,1608073195,0,1
52,False,1,1,1,1608073130,267,15,2,61,0,0,267,active,1608073195,1608073195,0,0
53,False,1,1,1,1608072869,268,24,0,3,0,1,268,active,1608073195,1608073195,0,6
54,False,1,1,1,1608072680,270,1,0,27,0,0,270,active,1608073195,1608073195,1,0
55,False,1,1,1,1608073101,274,7,1,23,0,1,274,active,1608073195,1608073195,4,0
56,False,1,1,1,1608071953,275,0,1,18,0,0,275,active,1608073195,1608073195,2,0
57,False,1,1,1,1608073028,276,20,0,5,0,7,276,active,1608073195,1608073195,0,5
58,False,1,1,1,1608071124,278,8,0,11,0,0,278,active,1608073195,1608073195,0,1
59,False,0,0,0,86400,280,0,0,0,0,0,280,out_of_service,1608073195,1608073195,0,0
60,True,1,1,1,1608072968,281,32,1,33,0,0,281,active,1608073195,1608073195,0,1
61,False,1,1,1,1608072180,282,1,1,25,0,0,282,active,1608073195,1608073195,0,0
62,False,1,1,1,1608073166,284,49,1,1,0,10,284,active,1608073195,1608073195,0,1
63,True,1,1,1,1608072572,285,38,1,14,0,3,285,active,1608073195,1608073195,0,0
64,False,1,1,1,1608069960,289,2,0,17,0,2,289,active,1608073195,1608073195,2,0
65,False,1,1,1,1608072704,291,11,0,9,0,0,291,active,1608073195,1608073195,5,0
66,False,1,1,1,1608072955,293,25,1,28,0,5,293,active,1608073195,1608073195,0,5
67,False,1,1,1,1608072864,295,5,0,19,0,4,295,active,1608073195,1608073195,0,4
68,False,1,1,1,1608072954,297,32,2,43,0,4,297,active,1608073195,1608073195,0,2
69,False,1,1,1,1608071808,298,5,1,29,0,1,298,active,1608073195,1608073195,5,0
70,False,1,1,1,1608073183,301,28,2,28,0,0,301,active,1608073195,1608073195,11,0
71,False,1,1,1,1608072763,302,34,1,2,0,5,302,active,1608073195,1608073195,0,1
72,False,1,1,1,1608073116,303,61,2,4,0,16,303,active,1608073195,1608073195,0,1
73,True,1,1,1,1608072885,304,7,1,25,0,0,304,active,1608073195,1608073195,0,6
74,False,1,1,1,1608073181,305,9,0,24,0,2,305,active,1608073195,1608073195,0,5
75,False,1,1,1,1608072942,307,8,3,19,0,0,307,active,1608073195,1608073195,1,0
76,False,1,1,1,1608073086,308,38,1,9,0,5,308,active,1608073195,1608073195,0,0
77,False,1,1,1,1608073107,309,36,1,4,0,0,309,active,1608073195,1608073195,0,2
78,False,1,1,1,1608072983,310,65,0,1,0,2,310,active,1608073195,1608073195,1,0
79,False,1,1,1,1608073152,311,20,4,7,0,1,311,active,1608073195,1608073195,0,1
80,False,1,1,1,1608073149,312,4,0,29,0,1,312,active,1608073195,1608073195,3,0
81,False,1,1,1,1608073177,313,4,0,51,0,2,313,active,1608073195,1608073195,0,2
82,False,1,1,1,1608072613,315,24,0,5,0,2,315,active,1608073195,1608073195,0,2
83,False,1,1,1,1608072029,316,7,0,36,0,1,316,active,1608073195,1608073195,0,4
84,False,1,1,1,1608073141,317,24,2,41,0,6,317,active,1608073195,1608073195,4,0
85,False,1,1,1,1608072281,319,12,0,21,0,7,319,active,1608073195,1608073195,0,9
86,False,1,1,1,1608072713,320,5,0,30,0,0,320,active,1608073195,1608073195,0,3
87,False,1,1,1,1608073180,321,14,2,23,0,3,321,active,1608073195,1608073195,0,1
88,False,1,1,1,1608072958,323,19,1,19,0,1,323,active,1608073195,1608073195,0,0
89,False,1,1,1,1608072205,324,61,1,12,0,2,324,active,1608073195,1608073195,0,2
90,False,1,0,0,1608065535,325,21,2,12,0,6,325,active,1608073195,1608073195,0,0
91,False,1,1,1,1608073134,326,9,0,32,0,6,326,active,1608073195,1608073195,2,0
92,True,1,1,1,1608073070,327,32,0,7,0,4,327,active,1608073195,1608073195,0,1
93,False,1,1,1,1608073137,328,26,2,7,0,4,328,active,1608073195,1608073195,0,0
94,False,1,1,1,1608072186,330,13,1,28,0,0,330,active,1608073195,1608073195,0,4
95,False,1,1,1,1608071793,331,9,0,18,0,0,331,active,1608073195,1608073195,2,0
96,False,1,1,1,1608071923,332,6,0,30,0,1,332,active,1608073195,1608073195,3,0
97,False,1,1,1,1608073099,334,31,1,12,0,4,334,active,1608073195,1608073195,0,2
98,False,1,1,1,1608073110,335,23,2,2,0,2,335,active,1608073195,1608073195,0,3
99,False,1,1,1,1608072962,336,35,1,0,0,1,336,active,1608073195,1608073195,0,0
100,False,1,1,1,1608072842,340,11,0,16,0,0,340,active,1608073195,1608073195,2,0
101,False,1,1,1,1608073178,341,12,0,7,0,4,341,active,1608073195,1608073195,2,0
102,False,1,1,1,1608073040,342,17,1,11,0,5,342,active,1608073195,1608073195,0,0
103,False,1,1,1,1608072281,343,13,1,9,0,1,343,active,1608073195,1608073195,1,0
104,False,1,1,1,1608072956,344,5,1,17,0,1,344,active,1608073195,1608073195,0,0
105,False,1,1,1,1608072956,346,13,1,13,0,7,346,active,1608073195,1608073195,2,0
106,False,1,1,1,1608072898,347,34,1,19,0,7,347,active,1608073195,1608073195,9,0
107,False,1,1,1,1608072885,349,49,3,9,0,3,349,active,1608073195,1608073195,0,1
108,False,1,1,1,1608073128,350,14,11,21,1,2,350,active,1608073195,1608073195,8,0
109,False,1,1,1,1608072928,351,28,2,9,0,0,351,active,1608073195,1608073195,1,0
110,False,1,1,1,1608072484,353,3,3,21,0,0,353,active,1608073195,1608073195,2,0
111,False,1,1,1,1608072978,354,3,0,44,0,2,354,active,1608073195,1608073195,1,0
112,False,1,1,1,1608073061,355,38,0,5,0,1,355,active,1608073195,1608073195,2,0
113,False,1,1,1,1608073101,356,2,2,19,0,2,356,active,1608073195,1608073195,2,0
114,False,1,1,1,1608073174,358,24,2,24,0,1,358,active,1608073195,1608073195,9,0
115,False,1,1,1,1608073042,359,38,2,38,0,1,359,active,1608073195,1608073195,0,15
116,False,1,1,1,1608072686,360,8,2,29,0,2,360,active,1608073195,1608073195,0,4
117,False,1,1,1,1608072669,361,25,3,51,0,5,361,active,1608073195,1608073195,0,3
118,False,1,1,1,1608072832,362,15,0,42,0,0,362,active,1608073195,1608073195,0,3
119,False,1,1,1,1608072419,363,39,0,10,0,4,363,active,1608073195,1608073195,0,2
120,False,1,1,1,1608071643,364,9,0,18,0,3,364,active,1608073195,1608073195,2,0
121,False,1,1,1,1608073001,366,7,0,26,0,1,366,active,1608073195,1608073195,3,0
122,False,1,1,1,1608073089,367,23,0,20,0,7,367,active,1608073195,1608073195,0,6
123,False,1,1,1,1608073094,368,29,1,17,0,7,368,active,1608073195,1608073195,2,0
124,False,1,1,1,1608072329,369,72,0,4,0,0,369,active,1608073195,1608073195,2,0
125,False,1,1,1,1608072935,372,3,1,23,0,2,372,active,1608073195,1608073195,0,0
126,False,1,1,1,1608071720,373,5,1,13,0,2,373,active,1608073195,1608073195,1,0
127,False,1,1,1,1608072604,376,4,1,38,0,0,376,active,1608073195,1608073195,0,0
128,False,1,1,1,1608071988,377,36,1,11,0,2,377,active,1608073195,1608073195,0,0
129,False,1,1,1,1608073114,379,53,1,2,0,20,379,active,1608073195,1608073195,0,2
130,False,1,1,1,1608073101,380,25,0,17,0,9,380,active,1608073195,1608073195,8,0
131,False,1,1,1,1608073124,383,27,1,11,0,6,383,active,1608073195,1608073195,3,0
132,False,1,1,1,1608072804,385,11,0,18,0,1,385,active,1608073195,1608073195,2,0
133,False,1,1,1,1608072914,386,25,1,56,0,7,386,active,1608073195,1608073195,0,1
134,False,1,1,1,1608072425,387,23,2,14,0,0,387,active,1608073195,1608073195,0,6
135,False,1,1,1,1608073117,388,25,0,10,0,0,388,active,1608073195,1608073195,0,6
136,False,1,1,1,1608072655,389,3,1,23,0,1,389,active,1608073195,1608073195,5,0
137,False,1,1,1,1608072611,390,8,2,21,0,1,390,active,1608073195,1608073195,1,0
138,False,1,1,1,1608073010,391,3,0,39,0,0,391,active,1608073195,1608073195,4,0
139,False,1,1,1,1608073088,392,17,1,17,0,1,392,active,1608073195,1608073195,0,3
140,False,1,1,1,1608073165,393,19,1,17,0,0,393,active,1608073195,1608073195,0,2
141,False,1,1,1,1608073186,394,13,0,21,0,0,394,active,1608073195,1608073195,3,0
142,False,1,1,1,1608072210,396,2,1,22,0,2,396,active,1608073195,1608073195,1,0
143,False,1,1,1,1608072439,397,6,0,69,0,1,397,active,1608073195,1608073195,4,0
144,False,1,1,1,1608069702,398,25,2,4,0,1,398,active,1608073195,1608073195,1,0
145,False,1,1,1,1608072779,399,5,0,34,0,3,399,active,1608073195,1608073195,0,2
146,False,1,1,1,1608072076,400,4,0,10,1,1,400,active,1608073195,1608073195,0,2
147,False,1,1,1,1608073171,401,3,2,37,0,0,401,active,1608073195,1608073195,7,0
148,False,1,1,1,1608073174,402,14,2,23,0,1,402,active,1608073195,1608073195,0,0
149,False,1,1,1,1608073192,403,33,5,20,0,7,403,active,1608073195,1608073195,2,0
150,True,1,1,1,1608072514,405,33,1,17,0,0,405,active,1608073195,1608073195,0,2
151,False,1,1,1,1608073104,406,2,0,18,0,0,406,active,1608073195,1608073195,1,0
152,False,1,1,1,1608072774,408,27,1,17,0,1,408,active,1608073195,1608073195,2,0
153,False,1,1,1,1608073022,410,54,0,25,0,9,410,active,1608073195,1608073195,0,1
154,False,1,1,1,1608073176,411,11,1,19,0,5,411,active,1608073195,1608073195,2,0
155,False,1,1,1,1608073126,412,18,3,8,0,5,412,active,1608073195,1608073195,0,4
156,False,1,1,1,1608073081,415,6,0,40,0,3,415,active,1608073195,1608073195,0,1
157,False,1,1,1,1608073003,416,5,1,25,0,2,416,active,1608073195,1608073195,0,0
158,False,1,1,1,1608073186,417,8,0,17,0,0,417,active,1608073195,1608073195,4,0
159,False,1,1,1,1608071625,418,16,0,21,0,2,418,active,1608073195,1608073195,0,1
160,False,1,1,1,1608071293,419,2,1,20,0,1,419,active,1608073195,1608073195,0,1
161,False,1,1,1,1608061498,420,0,1,50,0,0,420,active,1608073195,1608073195,2,0
162,False,1,1,1,1608073078,421,3,0,16,0,1,421,active,1608073195,1608073195,0,2
163,False,1,1,1,1608072739,422,12,2,64,0,0,422,active,1608073195,1608073195,8,0
164,False,1,1,1,1608073074,423,4,5,18,0,3,423,active,1608073195,1608073195,3,0
165,True,1,1,1,1608072845,426,21,0,9,0,5,426,active,1608073195,1608073195,0,4
166,False,1,1,1,1608072952,427,13,1,33,0,0,427,active,1608073195,1608073195,0,0
167,False,1,1,1,1608072973,432,17,2,12,0,3,432,active,1608073195,1608073195,1,0
168,False,1,1,1,1608073110,434,50,1,9,0,2,434,active,1608073195,1608073195,3,0
169,False,1,1,1,1608073144,435,10,2,38,0,3,435,active,1608073195,1608073195,2,0
170,False,1,1,1,1608073073,436,1,1,25,0,0,436,active,1608073195,1608073195,2,0
171,False,1,1,1,1608071843,437,0,0,24,0,0,437,active,1608073195,1608073195,2,0
172,False,1,1,1,1608073011,438,14,0,33,0,4,438,active,1608073195,1608073195,4,0
173,False,1,1,1,1608073081,439,39,2,2,0,10,439,active,1608073195,1608073195,1,0
174,False,1,0,0,1608073067,440,29,2,1,0,9,440,active,1608073195,1608073195,1,0
175,False,1,1,1,1608072526,442,13,1,37,0,0,442,active,1608073195,1608073195,0,2
176,False,1,1,1,1608071653,443,0,1,22,0,0,443,active,1608073195,1608073195,1,0
177,False,1,1,1,1608072870,445,56,0,24,0,10,445,active,1608073195,1608073195,5,0
178,False,1,1,1,1608073018,446,67,0,12,0,6,446,active,1608073195,1608073195,0,4
179,False,1,1,1,1608073160,447,13,1,17,0,1,447,active,1608073195,1608073195,5,0
180,False,1,1,1,1608072835,448,14,2,11,0,5,448,active,1608073195,1608073195,0,3
