,eightd_active_station_services,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,legacy_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,station_status,valet,starttime,timestamp,demand,supply
0,,False,1,1,1,1605663428,72,4,4,47,0,0,72,active,,1605664800,1605664800,1,0
1,,False,1,1,1,1605661605,79,18,3,12,0,0,79,active,,1605664800,1605664800,0,1
2,,False,1,1,1,1605664605,82,24,1,2,0,1,82,active,,1605664800,1605664800,2,0
3,,False,1,1,1,1605664670,83,58,2,2,0,1,83,active,,1605664800,1605664800,2,0
4,,False,0,0,0,86400,116,0,0,0,0,0,116,out_of_service,,1605664800,1605664800,0,0
5,,False,1,1,1,1605663293,119,42,1,10,0,0,119,active,,1605664800,1605664800,1,0
6,,False,1,1,1,1605663761,120,2,0,17,0,0,120,active,,1605664800,1605664800,0,0
7,,False,1,1,1,1605664778,127,29,2,0,0,1,127,active,,1605664800,1605664800,0,0
8,,False,1,1,1,1605663050,128,28,28,0,0,0,128,active,,1605664800,1605664800,0,0
9,,False,1,1,1,1605663543,143,1,2,21,0,0,143,active,,1605664800,1605664800,0,0
10,,False,1,1,1,1605659284,144,55,2,1,0,0,144,active,,1605664800,1605664800,0,0
11,,False,1,1,1,1605664292,146,34,3,2,0,1,146,active,,1605664800,1605664800,1,0
12,,False,1,1,1,1605663738,150,25,3,27,0,1,150,active,,1605664800,1605664800,8,0
13,,True,1,1,1,1605664772,151,20,5,8,0,0,151,active,,1605664800,1605664800,0,3
14,,False,1,1,1,1605663060,152,48,0,1,0,0,152,active,,1605664800,1605664800,0,0
15,,False,1,1,1,1605661848,157,13,3,7,0,2,157,active,,1605664800,1605664800,1,0
16,,False,1,1,1,1605663401,161,32,3,0,0,1,161,active,,1605664800,1605664800,0,1
17,,False,1,1,1,1605662705,164,12,3,32,0,0,164,active,,1605664800,1605664800,0,0
18,,False,1,1,1,1605662546,168,35,1,11,0,0,168,active,,1605664800,1605664800,0,0
19,,False,1,1,1,1605664287,173,5,0,65,0,1,173,active,,1605664800,1605664800,0,5
20,,False,1,1,1,1605663583,174,5,1,29,0,1,174,active,,1605664800,1605664800,2,0
