,is_installed,is_renting,legacy_id,station_id,num_bikes_available,num_ebikes_available,num_docks_disabled,is_returning,eightd_has_available_keys,station_status,num_bikes_disabled,num_docks_available,last_reported,eightd_active_station_services,valet,starttime,timestamp,demand,supply
591,1,1,3490,3490,26,4,0,1,False,active,0,5,1605277302,,,1605279595,1605279595,0,0
592,1,1,3491,3491,23,3,0,1,False,active,0,1,1605277627,,,1605279595,1605279595,0,0
593,1,1,3492,3492,20,1,0,1,False,active,0,7,1605279582,,,1605279595,1605279595,0,0
594,1,1,3493,3493,27,0,0,1,False,active,0,4,1605276699,,,1605279595,1605279595,0,1
595,1,1,3494,3494,23,0,0,1,False,active,0,2,1605274078,,,1605279595,1605279595,0,0
596,1,1,3495,3495,12,1,0,1,False,active,0,2,1605267845,,,1605279595,1605279595,0,1
597,1,1,3496,3496,11,6,0,1,False,active,0,14,1605279559,,,1605279595,1605279595,0,0
598,1,1,3497,3497,15,3,0,1,False,active,1,7,1605279367,,,1605279595,1605279595,0,0
599,1,1,3498,3498,14,1,0,1,False,active,0,0,1605277786,,,1605279595,1605279595,0,0
600,1,1,3499,3499,20,0,0,1,False,active,1,4,1605278657,,,1605279595,1605279595,0,0
601,1,1,3500,3500,30,3,0,1,False,active,1,0,1605272502,,,1605279595,1605279595,0,0
602,1,1,3501,3501,26,3,0,1,False,active,0,3,1605277478,,,1605279595,1605279595,0,0
603,1,1,3502,3502,28,8,0,1,False,active,0,1,1605277948,,,1605279595,1605279595,0,0
604,1,1,3503,3503,30,2,0,1,False,active,0,0,1605279075,,,1605279595,1605279595,0,0
605,1,1,3504,3504,22,2,0,1,True,active,0,5,1605279471,,,1605279595,1605279595,0,0
606,1,1,3505,3505,23,3,0,1,False,active,6,4,1605272334,,,1605279595,1605279595,0,0
607,1,1,3506,3506,14,0,0,1,False,active,1,14,1605277849,,,1605279595,1605279595,0,0
608,1,1,3507,3507,34,5,0,1,False,active,0,2,1605278314,,,1605279595,1605279595,0,2
609,1,1,3508,3508,13,2,0,1,False,active,0,18,1605279527,,,1605279595,1605279595,3,0
610,1,1,3509,3509,24,0,0,1,False,active,0,7,1605278252,,,1605279595,1605279595,1,0
611,1,1,3510,3510,25,1,0,1,False,active,0,6,1605279066,,,1605279595,1605279595,0,0
612,1,1,3511,3511,14,0,0,1,False,active,3,5,1605278936,,,1605279595,1605279595,0,1
613,1,1,3513,3513,5,1,0,1,False,active,0,16,1605275243,,,1605279595,1605279595,0,0
614,1,1,3514,3514,4,2,0,1,False,active,0,19,1605275518,,,1605279595,1605279595,0,1
615,0,0,3515,3515,0,0,0,0,False,out_of_service,0,7,1601651096,,,1605279595,1605279595,0,0
616,1,1,3516,3516,7,3,0,1,False,active,0,24,1605275903,,,1605279595,1605279595,2,0
617,1,1,3517,3517,2,0,0,1,False,active,0,33,1605267487,,,1605279595,1605279595,0,0
618,1,1,3518,3518,26,1,0,1,True,active,0,8,1605277483,,,1605279595,1605279595,0,1
619,1,1,3520,3520,24,1,0,1,False,active,0,3,1605278670,,,1605279595,1605279595,0,3
620,1,1,3521,3521,28,1,0,1,False,active,0,8,1605279294,,,1605279595,1605279595,5,0
621,1,1,3522,3522,3,1,0,1,False,active,0,16,1605277971,,,1605279595,1605279595,0,0
622,1,1,3523,3523,7,0,0,1,False,active,1,17,1605277191,,,1605279595,1605279595,0,0
623,1,1,3524,3524,13,0,0,1,False,active,0,10,1605255448,,,1605279595,1605279595,0,0
624,1,1,3525,3525,9,0,0,1,False,active,0,12,1605268411,,,1605279595,1605279595,1,0
625,1,1,3526,3526,10,3,0,1,False,active,0,17,1605276175,,,1605279595,1605279595,3,0
626,1,1,3527,3527,9,2,0,1,False,active,1,17,1605279222,,,1605279595,1605279595,0,1
627,1,1,3528,3528,5,1,0,1,False,active,1,15,1605276369,,,1605279595,1605279595,0,0
628,1,1,3529,3529,11,1,0,1,False,active,0,14,1605278420,,,1605279595,1605279595,0,1
629,1,1,3530,3530,3,0,0,1,False,active,0,16,1605279059,,,1605279595,1605279595,0,0
630,1,1,3531,3531,10,4,0,1,False,active,0,17,1605279515,,,1605279595,1605279595,0,0
631,1,1,3532,3532,18,2,0,1,False,active,0,9,1605275666,,,1605279595,1605279595,1,0
632,1,1,3533,3533,32,5,0,1,False,active,0,2,1605278813,,,1605279595,1605279595,0,2
633,1,1,3534,3534,22,0,0,1,False,active,0,17,1605275249,,,1605279595,1605279595,1,0
634,1,1,3535,3535,15,4,0,1,False,active,1,11,1605279266,,,1605279595,1605279595,0,0
635,1,1,3536,3536,0,0,0,1,False,active,0,43,1605276733,,,1605279595,1605279595,23,0
636,1,1,3537,3537,7,1,0,1,False,active,2,20,1605279022,,,1605279595,1605279595,0,0
637,1,1,3538,3538,7,4,0,1,False,active,1,37,1605279222,,,1605279595,1605279595,0,2
638,1,1,3539,3539,19,2,0,1,False,active,0,24,1605279351,,,1605279595,1605279595,1,0
639,1,1,3540,3540,6,0,0,1,False,active,0,29,1605278854,,,1605279595,1605279595,0,0
640,1,1,3541,3541,0,0,0,1,False,active,0,0,86400,,,1605279595,1605279595,0,0
641,1,1,3542,3542,3,2,0,1,False,active,0,26,1605279436,,,1605279595,1605279595,3,0
642,1,1,3543,3543,4,1,0,1,False,active,0,31,1605256653,,,1605279595,1605279595,0,0
643,1,1,3544,3544,4,0,0,1,False,active,1,22,1605276956,,,1605279595,1605279595,2,0
644,1,1,3545,3545,8,1,0,1,False,active,0,25,1605272919,,,1605279595,1605279595,0,0
645,1,1,3546,3546,1,0,0,1,False,active,0,20,1605278389,,,1605279595,1605279595,0,0
646,1,1,3547,3547,26,1,0,1,False,active,0,15,1605277909,,,1605279595,1605279595,2,0
647,1,1,3549,3549,3,1,0,1,False,active,2,20,1605279214,,,1605279595,1605279595,1,0
648,1,1,3551,3551,13,2,0,1,False,active,0,10,1605279376,,,1605279595,1605279595,1,0
649,1,1,3552,3552,0,0,0,1,False,active,0,39,1605273870,,,1605279595,1605279595,2,0
650,1,1,3553,3553,21,2,0,1,False,active,0,16,1605278903,,,1605279595,1605279595,0,2
651,1,1,3554,3554,16,2,0,1,False,active,3,8,1605270211,,,1605279595,1605279595,1,0
652,1,1,3555,3555,6,1,0,1,False,active,0,21,1605274280,,,1605279595,1605279595,0,1
653,1,1,3557,3557,14,5,0,1,False,active,0,5,1605274222,,,1605279595,1605279595,0,0
654,1,1,3558,3558,5,1,0,1,False,active,2,20,1605278271,,,1605279595,1605279595,0,1
655,1,1,3559,3559,1,1,0,1,False,active,0,18,1605279224,,,1605279595,1605279595,0,0
656,1,1,3561,3561,2,2,0,1,False,active,0,24,1605268608,,,1605279595,1605279595,1,0
657,1,1,3562,3562,9,0,0,1,False,active,0,18,1605279152,,,1605279595,1605279595,0,0
658,1,1,3563,3563,20,7,0,1,False,active,0,9,1605278035,,,1605279595,1605279595,0,1
659,1,1,3564,3564,14,1,0,1,False,active,0,5,1605279528,,,1605279595,1605279595,0,1
660,1,1,3565,3565,14,2,0,1,False,active,0,5,1605279517,,,1605279595,1605279595,0,0
661,1,1,3566,3566,5,2,0,1,False,active,0,20,1605275976,,,1605279595,1605279595,0,1
662,1,1,3567,3567,2,0,0,1,False,active,0,17,1605266875,,,1605279595,1605279595,0,0
663,1,1,3568,3568,5,3,0,1,False,active,0,16,1605277907,,,1605279595,1605279595,0,0
664,1,1,3569,3569,0,0,0,1,False,active,2,27,1605275229,,,1605279595,1605279595,1,0
665,1,1,3570,3570,2,2,0,1,False,active,1,28,1605278600,,,1605279595,1605279595,0,0
666,1,1,3571,3571,0,0,0,1,False,active,0,24,1605278467,,,1605279595,1605279595,2,0
667,1,0,3572,3572,24,9,0,0,False,active,1,8,1605278457,,,1605279595,1605279595,0,0
668,1,1,3573,3573,1,1,0,1,False,active,0,24,1605277504,,,1605279595,1605279595,0,0
669,1,1,3574,3574,6,0,0,1,False,active,0,17,1605277961,,,1605279595,1605279595,0,0
670,1,1,3575,3575,6,0,0,1,False,active,0,13,1605275397,,,1605279595,1605279595,0,0
671,1,1,3576,3576,3,2,0,1,False,active,0,24,1605277637,,,1605279595,1605279595,0,0
672,1,1,3577,3577,3,2,0,1,False,active,0,20,1605278096,,,1605279595,1605279595,0,0
673,1,1,3578,3578,5,1,0,1,False,active,0,16,1605278789,,,1605279595,1605279595,0,0
674,1,1,3579,3579,1,0,0,1,False,active,0,24,1605274858,,,1605279595,1605279595,0,0
675,1,1,3580,3580,1,0,0,1,False,active,2,27,1605277582,,,1605279595,1605279595,0,0
676,1,1,3581,3581,1,1,0,1,False,active,2,24,1605278302,,,1605279595,1605279595,0,1
677,1,1,3582,3582,0,0,0,1,False,active,0,28,1605275660,,,1605279595,1605279595,0,0
678,1,1,3583,3583,5,0,0,1,False,active,0,26,1605276973,,,1605279595,1605279595,0,0
679,1,1,3584,3584,4,2,0,1,False,active,0,38,1605277686,,,1605279595,1605279595,0,0
680,1,1,3585,3585,1,1,0,1,False,active,0,23,1605279071,,,1605279595,1605279595,0,0
681,1,1,3586,3586,10,2,0,1,False,active,0,9,1605275543,,,1605279595,1605279595,0,0
682,1,1,3587,3587,3,2,0,1,False,active,0,24,1605277305,,,1605279595,1605279595,0,0
683,1,1,3588,3588,17,4,0,1,False,active,0,4,1605279386,,,1605279595,1605279595,2,0
684,1,1,3589,3589,4,2,0,1,False,active,0,15,1605264792,,,1605279595,1605279595,1,0
685,1,1,3590,3590,4,2,0,1,False,active,0,15,1605273050,,,1605279595,1605279595,2,0
686,1,1,3591,3591,10,3,0,1,False,active,1,10,1605279054,,,1605279595,1605279595,0,0
687,1,1,3592,3592,7,0,0,1,False,active,0,12,1605277257,,,1605279595,1605279595,0,0
688,1,1,3593,3593,10,2,0,1,False,active,0,25,1605277674,,,1605279595,1605279595,0,1
689,1,1,3595,3595,1,1,0,1,False,active,0,17,1605277506,,,1605279595,1605279595,0,0
690,1,1,3596,3596,17,0,0,1,False,active,1,1,1605279348,,,1605279595,1605279595,0,0
691,1,1,3597,3597,6,0,0,1,False,active,0,19,1605277082,,,1605279595,1605279595,1,0
692,1,1,3598,3598,15,3,0,1,False,active,0,4,1605278491,,,1605279595,1605279595,1,0
693,1,1,3600,3600,15,4,0,1,False,active,0,12,1605276524,,,1605279595,1605279595,0,1
694,1,1,3601,3601,13,0,0,1,False,active,0,6,1605275167,,,1605279595,1605279595,0,0
695,1,1,3602,3602,4,2,0,1,False,active,1,18,1605279346,,,1605279595,1605279595,0,0
696,1,1,3603,3603,4,2,0,1,False,active,0,17,1605273918,,,1605279595,1605279595,0,3
697,1,1,3604,3604,11,0,0,1,False,active,1,4,1605279225,,,1605279595,1605279595,1,0
698,1,1,3605,3605,0,0,0,1,False,active,0,21,1605276549,,,1605279595,1605279595,1,0
699,1,1,3606,3606,4,1,0,1,False,active,1,16,1605279192,,,1605279595,1605279595,0,0
700,1,1,3607,3607,6,0,0,1,False,active,0,13,1605256651,,,1605279595,1605279595,0,0
701,1,1,3608,3608,7,0,0,1,False,active,1,13,1605279254,,,1605279595,1605279595,0,0
702,1,1,3609,3609,5,1,0,1,False,active,0,18,1605274398,,,1605279595,1605279595,0,3
703,1,1,3610,3610,14,0,1,1,False,active,0,12,1605279237,,,1605279595,1605279595,0,0
704,1,1,3611,3611,15,0,0,1,False,active,1,15,1605275675,,,1605279595,1605279595,0,0
705,1,1,3612,3612,1,1,0,1,False,active,0,14,1605278212,,,1605279595,1605279595,0,0
706,1,1,3613,3613,3,0,0,1,False,active,1,23,1605274374,,,1605279595,1605279595,0,0
707,1,1,3614,3614,5,2,2,1,False,active,0,16,1605279314,,,1605279595,1605279595,0,1
708,1,1,3615,3615,18,6,0,1,False,active,0,3,1605277422,,,1605279595,1605279595,0,1
709,1,1,3616,3616,14,7,0,1,False,active,0,11,1605279034,,,1605279595,1605279595,0,0
710,1,1,3617,3617,5,0,0,1,False,active,0,22,1605277572,,,1605279595,1605279595,0,0
711,1,0,3618,3618,0,0,0,0,False,active,0,0,86400,,,1605279595,1605279595,0,0
712,1,1,3619,3619,12,7,0,1,False,active,0,7,1605277129,,,1605279595,1605279595,0,0
713,1,1,3620,3620,8,0,0,1,False,active,0,15,1605279127,,,1605279595,1605279595,0,0
714,1,1,3621,3621,14,3,0,1,False,active,0,5,1605273655,,,1605279595,1605279595,0,0
715,1,1,3622,3622,7,4,0,1,False,active,0,16,1605276741,,,1605279595,1605279595,0,0
716,1,1,3623,3623,3,1,0,1,False,active,0,36,1605278648,,,1605279595,1605279595,0,0
717,1,1,3628,3628,29,1,0,1,False,active,0,2,1605278674,,,1605279595,1605279595,0,2
718,1,0,3629,3629,21,0,0,0,False,active,1,11,1605256654,,,1605279595,1605279595,0,0
719,1,1,3630,3630,20,1,0,1,False,active,0,13,1605278654,,,1605279595,1605279595,0,1
720,1,1,3635,3635,10,4,0,1,False,active,1,32,1605278592,,,1605279595,1605279595,3,0
721,1,1,3637,3637,5,0,0,1,False,active,1,25,1605279279,,,1605279595,1605279595,0,0
722,1,1,3638,3638,18,0,0,1,False,active,0,0,1605255447,,,1605279595,1605279595,0,0
723,1,1,3639,3639,1,0,0,1,False,active,0,29,1605274966,,,1605279595,1605279595,0,1
724,1,1,3640,3640,1,0,0,1,False,active,0,17,1605264164,,,1605279595,1605279595,0,0
725,1,1,3641,3641,9,4,0,1,False,active,2,43,1605279549,,,1605279595,1605279595,1,0
726,1,1,3646,3646,1,0,8,1,False,active,2,15,1605270398,,,1605279595,1605279595,0,0
727,1,1,3647,3647,22,4,0,1,False,active,0,1,1605275750,,,1605279595,1605279595,0,0
728,1,1,3648,3648,22,3,0,1,False,active,2,1,1605279583,,,1605279595,1605279595,0,1
729,1,1,3649,3649,2,1,0,1,False,active,0,28,1605274844,,,1605279595,1605279595,0,0
730,1,1,3654,3654,4,2,0,1,False,active,0,31,1605279484,,,1605279595,1605279595,0,1
731,1,1,3656,3656,28,0,0,1,False,active,0,18,1605277669,,,1605279595,1605279595,2,0
732,1,1,3658,3658,13,0,0,1,False,active,2,12,1605279531,,,1605279595,1605279595,1,0
733,1,1,3661,3661,19,2,0,1,False,active,0,0,1605255448,,,1605279595,1605279595,0,1
734,1,1,3664,3664,25,5,30,1,False,active,0,0,1605279374,[{'id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5'}],"{'dock_blocked_count': 30, 'off_dock_count': 3, 'station_id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5', 'active': True, 'off_dock_capacity': 90, 'valet_revision': 20089, 'region': 'BKN'}",1605279595,1605279595,0,2
735,1,1,3668,3668,21,0,0,1,False,active,1,4,1605278661,,,1605279595,1605279595,0,1
736,1,1,3671,3671,2,0,0,1,False,active,0,35,1605279114,,,1605279595,1605279595,0,1
737,1,1,3673,3673,7,1,0,1,False,active,0,14,1605279529,,,1605279595,1605279595,0,3
738,1,1,3674,3674,10,1,0,1,False,active,1,16,1605278922,,,1605279595,1605279595,0,1
739,1,1,3676,3676,5,0,0,1,False,active,0,19,1605277109,,,1605279595,1605279595,0,0
740,1,1,3677,3677,0,0,0,1,False,active,0,18,1605272269,,,1605279595,1605279595,0,0
741,1,1,3678,3678,12,0,0,1,False,active,0,6,1605277934,,,1605279595,1605279595,0,0
742,1,1,3679,3679,3,0,0,1,False,active,0,11,1605275089,,,1605279595,1605279595,0,0
743,1,1,3680,3680,24,8,0,1,False,active,0,31,1605279303,,,1605279595,1605279595,0,2
744,1,1,3681,3681,5,0,0,1,False,active,0,13,1605279528,,,1605279595,1605279595,0,0
745,1,1,3686,3686,29,0,0,1,False,active,0,10,1605278881,,,1605279595,1605279595,1,0
746,1,1,3687,3687,68,16,0,1,False,active,2,13,1605278223,,,1605279595,1605279595,0,0
747,1,1,3689,3689,12,8,1,1,False,active,0,34,1605279232,,,1605279595,1605279595,0,4
748,1,1,3690,3690,29,0,0,1,False,active,0,7,1605279470,,,1605279595,1605279595,1,0
749,1,1,3691,3691,9,4,0,1,False,active,0,10,1605278768,,,1605279595,1605279595,0,1
750,1,1,3693,3693,23,2,0,1,False,active,0,4,1605275681,,,1605279595,1605279595,0,1
751,1,1,3694,3694,2,0,0,1,False,active,1,15,1605275125,,,1605279595,1605279595,0,0
752,1,1,3697,3697,15,2,0,1,False,active,0,28,1605279349,,,1605279595,1605279595,0,0
753,1,1,3699,3699,16,0,0,1,False,active,3,11,1605278348,,,1605279595,1605279595,0,0
754,1,1,3704,3704,19,3,0,1,False,active,0,0,1605270985,,,1605279595,1605279595,0,0
755,1,1,3707,3707,34,5,0,1,False,active,6,15,1605278913,,,1605279595,1605279595,6,0
756,1,1,3708,3708,17,1,0,1,False,active,1,11,1605279505,,,1605279595,1605279595,0,1
757,1,1,3709,3709,41,4,0,1,False,active,1,9,1605278395,,,1605279595,1605279595,0,3
758,1,1,3711,3711,36,1,0,1,False,active,0,11,1605279526,,,1605279595,1605279595,0,2
759,1,1,3712,3712,12,1,0,1,False,active,0,29,1605278456,,,1605279595,1605279595,0,2
760,1,1,3714,3714,8,0,0,1,False,active,3,50,1605278069,,,1605279595,1605279595,2,0
761,1,1,3715,3715,22,3,0,1,False,active,2,7,1605278545,,,1605279595,1605279595,0,1
762,1,1,3716,3716,4,0,0,1,False,active,0,19,1605277777,,,1605279595,1605279595,0,0
763,1,1,3718,3718,18,0,0,1,False,active,1,27,1605279029,,,1605279595,1605279595,0,1
764,1,1,3721,3721,5,1,0,1,False,active,0,30,1605279249,,,1605279595,1605279595,0,0
765,1,1,3723,3723,21,1,0,1,True,active,0,9,1605253572,,,1605279595,1605279595,1,0
766,1,1,3724,3724,15,7,0,1,False,active,1,23,1605278467,,,1605279595,1605279595,0,0
767,1,1,3725,3725,33,8,0,1,False,active,2,6,1605279220,,,1605279595,1605279595,3,0
768,1,1,3726,3726,7,0,0,1,False,active,0,16,1605277087,,,1605279595,1605279595,0,0
769,1,1,3727,3727,25,0,0,1,False,active,1,12,1605278101,,,1605279595,1605279595,0,2
770,1,1,3728,3728,1,1,0,1,False,active,0,23,1605279548,,,1605279595,1605279595,0,1
771,1,1,3731,3731,27,4,0,1,False,active,0,19,1605279531,,,1605279595,1605279595,3,0
772,1,1,3733,3733,38,1,0,1,False,active,1,7,1605278960,,,1605279595,1605279595,0,0
773,1,1,3734,3734,36,0,0,1,False,active,0,14,1605279510,,,1605279595,1605279595,1,0
774,1,1,3735,3735,35,0,0,1,False,active,0,3,1605278770,,,1605279595,1605279595,3,0
775,0,0,3736,3736,0,0,0,0,False,out_of_service,0,3,1601471240,,,1605279595,1605279595,0,0
776,1,1,3737,3737,22,0,0,1,False,active,0,13,1605279288,,,1605279595,1605279595,1,0
777,1,1,3738,3738,26,0,0,1,False,active,0,5,1605278026,,,1605279595,1605279595,1,0
778,1,1,3739,3739,25,1,0,1,False,active,0,12,1605277488,,,1605279595,1605279595,0,2
779,1,1,3740,3740,19,3,0,1,False,active,0,15,1605278947,,,1605279595,1605279595,4,0
780,1,1,3744,3744,20,0,0,1,False,active,0,31,1605278943,,,1605279595,1605279595,0,1
781,1,1,3745,3745,5,1,0,1,False,active,1,21,1605276126,,,1605279595,1605279595,0,1
782,1,1,3746,3746,36,1,0,1,False,active,0,12,1605278258,,,1605279595,1605279595,0,0
783,1,1,3749,3749,0,0,0,1,False,active,1,22,1605276860,,,1605279595,1605279595,0,0
784,1,1,3755,3755,3,0,0,1,False,active,3,13,1605277285,,,1605279595,1605279595,0,0
785,1,1,3756,3756,9,1,0,1,False,active,0,12,1605274546,,,1605279595,1605279595,0,0
786,1,1,3757,3757,22,0,0,1,False,active,1,0,1605256654,,,1605279595,1605279595,0,0
787,1,1,3758,3758,6,4,0,1,False,active,0,13,1605277935,,,1605279595,1605279595,0,1
788,1,1,3759,3759,2,0,0,1,False,active,0,17,1605277212,,,1605279595,1605279595,1,0
789,1,1,3760,3760,10,2,0,1,False,active,0,13,1605274332,,,1605279595,1605279595,0,0
790,1,1,3761,3761,1,0,0,1,False,active,0,26,1605256653,,,1605279595,1605279595,0,0
791,1,1,3762,3762,20,0,0,1,False,active,0,7,1605277892,,,1605279595,1605279595,1,0
792,1,1,3763,3763,18,4,0,1,False,active,0,9,1605278848,,,1605279595,1605279595,1,0
793,1,1,3764,3764,10,1,0,1,False,active,0,11,1605270877,,,1605279595,1605279595,0,0
794,1,1,3765,3765,15,1,0,1,False,active,0,6,1605274901,,,1605279595,1605279595,0,0
795,1,1,3766,3766,7,4,0,1,False,active,0,17,1605275861,,,1605279595,1605279595,0,0
796,1,1,3767,3767,2,0,0,1,False,active,0,17,1605256654,,,1605279595,1605279595,0,0
797,1,1,3768,3768,22,0,0,1,False,active,0,1,1605278688,,,1605279595,1605279595,0,1
798,1,1,3769,3769,11,0,0,1,False,active,0,12,1605272616,,,1605279595,1605279595,0,0
799,1,1,3770,3770,5,4,0,1,False,active,0,16,1605277648,,,1605279595,1605279595,1,0
800,1,1,3771,3771,23,3,0,1,False,active,1,6,1605278887,,,1605279595,1605279595,0,1
801,1,1,3772,3772,7,0,0,1,False,active,0,12,1605279235,,,1605279595,1605279595,1,0
802,1,1,3773,3773,6,2,0,1,False,active,0,14,1605277825,,,1605279595,1605279595,0,0
803,1,1,3774,3774,10,0,0,1,False,active,0,13,1605276990,,,1605279595,1605279595,0,0
804,1,1,3775,3775,2,0,0,1,False,active,0,25,1605276867,,,1605279595,1605279595,0,1
805,1,1,3776,3776,0,0,0,1,False,active,0,23,1605273999,,,1605279595,1605279595,1,0
806,1,1,3777,3777,3,1,0,1,False,active,0,20,1605279377,,,1605279595,1605279595,0,1
807,1,1,3778,3778,4,1,0,1,False,active,1,22,1605276030,,,1605279595,1605279595,1,0
808,1,1,3779,3779,3,0,0,1,False,active,0,21,1605267124,,,1605279595,1605279595,1,0
809,1,1,3780,3780,5,1,0,1,False,active,0,17,1605276332,,,1605279595,1605279595,1,0
810,1,1,3781,3781,1,0,0,1,False,active,0,29,1605271789,,,1605279595,1605279595,0,0
811,1,1,3782,3782,22,0,0,1,False,active,0,9,1605275573,,,1605279595,1605279595,0,0
812,1,1,3783,3783,58,1,0,1,False,active,0,7,1605278615,,,1605279595,1605279595,0,4
813,1,1,3785,3785,13,3,0,1,False,active,0,24,1605279413,,,1605279595,1605279595,2,0
814,1,1,3786,3786,24,4,0,1,False,active,3,22,1605278393,,,1605279595,1605279595,3,0
815,1,1,3787,3787,21,5,0,1,False,active,1,0,1605276542,,,1605279595,1605279595,0,0
816,1,1,3789,3789,23,5,0,1,False,active,0,8,1605277900,,,1605279595,1605279595,0,0
817,1,1,3790,3790,3,1,0,1,False,active,0,34,1605274987,,,1605279595,1605279595,0,0
818,1,1,3791,3791,21,0,0,1,False,active,0,11,1605269039,,,1605279595,1605279595,0,0
819,1,0,3792,3792,29,0,0,0,False,active,0,1,1605211917,,,1605279595,1605279595,0,0
820,1,1,3795,3795,17,0,0,1,False,active,0,2,1605274731,,,1605279595,1605279595,1,0
821,1,1,3798,3798,21,4,0,1,False,active,0,34,1605279136,,,1605279595,1605279595,0,2
822,1,1,3799,3799,46,0,0,1,False,active,5,16,1605278971,,,1605279595,1605279595,2,0
823,1,1,3803,3803,25,1,0,1,False,active,0,2,1605279464,,,1605279595,1605279595,0,0
824,1,1,3804,3804,16,1,0,1,False,active,4,4,1605278922,,,1605279595,1605279595,0,0
825,1,1,3808,3808,0,0,0,1,False,active,0,19,1605269443,,,1605279595,1605279595,0,0
826,1,1,3809,3809,17,2,0,1,False,active,0,36,1605279325,,,1605279595,1605279595,2,0
827,1,1,3811,3811,10,2,0,1,False,active,2,7,1605270876,,,1605279595,1605279595,0,0
828,1,1,3812,3812,37,8,0,1,False,active,1,11,1605279318,,,1605279595,1605279595,0,1
829,1,1,3813,3813,28,1,1,1,True,active,1,19,1605279552,,,1605279595,1605279595,0,0
830,1,0,3814,3814,0,0,23,0,False,active,0,0,1605076474,,,1605279595,1605279595,0,0
831,1,1,3815,3815,22,3,0,1,False,active,1,18,1605279422,,,1605279595,1605279595,1,0
832,1,1,3816,3816,3,1,0,1,False,active,1,20,1605256655,,,1605279595,1605279595,0,0
833,1,1,3817,3817,2,0,0,1,False,active,1,15,1605273225,,,1605279595,1605279595,0,0
834,1,1,3818,3818,23,0,0,1,False,active,3,14,1605279218,,,1605279595,1605279595,1,0
835,1,1,3819,3819,10,0,0,1,False,active,0,10,1605274050,,,1605279595,1605279595,0,1
836,1,1,3820,3820,1,0,0,1,False,active,0,18,1605274621,,,1605279595,1605279595,0,1
837,1,1,3821,3821,1,0,0,1,False,active,0,24,1605272608,,,1605279595,1605279595,0,0
838,1,1,3822,3822,2,1,0,1,False,active,1,17,1605273076,,,1605279595,1605279595,0,0
839,1,1,3823,3823,7,3,0,1,False,active,0,23,1605276532,,,1605279595,1605279595,0,0
840,1,1,3824,3824,4,3,0,1,False,active,0,19,1605266291,,,1605279595,1605279595,0,1
841,1,1,3825,3825,1,0,0,1,False,active,0,28,1605257859,,,1605279595,1605279595,0,0
842,1,1,3826,3826,4,3,0,1,False,active,0,14,1605262828,,,1605279595,1605279595,0,0
843,1,1,3827,3827,8,3,0,1,False,active,0,12,1605278562,,,1605279595,1605279595,0,1
844,1,1,3828,3828,1,0,0,1,False,active,0,21,1605257859,,,1605279595,1605279595,0,0
845,1,1,3829,3829,7,1,0,1,False,active,0,17,1605257863,,,1605279595,1605279595,0,0
846,1,1,3830,3830,4,1,0,1,False,active,0,18,1605275069,,,1605279595,1605279595,0,2
847,1,1,3831,3831,2,2,0,1,False,active,0,33,1605273841,,,1605279595,1605279595,0,0
848,1,1,3832,3832,8,1,0,1,False,active,0,13,1605279042,,,1605279595,1605279595,1,0
849,1,1,3833,3833,0,0,0,1,False,active,1,17,1605257859,,,1605279595,1605279595,0,0
850,1,1,3834,3834,1,1,0,1,False,active,2,16,1605274362,,,1605279595,1605279595,0,0
851,1,1,3835,3835,1,1,0,1,False,active,0,21,1605275131,,,1605279595,1605279595,0,0
852,1,1,3836,3836,1,1,0,1,False,active,0,28,1605266668,,,1605279595,1605279595,0,0
853,1,1,3837,3837,3,3,0,1,False,active,16,10,1605279167,,,1605279595,1605279595,13,0
854,1,1,3838,3838,0,0,0,1,False,active,0,25,1605270177,,,1605279595,1605279595,0,0
855,1,1,3839,3839,6,1,0,1,False,active,0,23,1605279109,,,1605279595,1605279595,0,0
856,1,1,3840,3840,0,0,0,1,False,active,0,24,1605273813,,,1605279595,1605279595,0,0
857,1,1,3841,3841,5,1,0,1,False,active,0,20,1605278460,,,1605279595,1605279595,0,0
858,1,1,3842,3842,0,0,0,1,False,active,0,29,1605277261,,,1605279595,1605279595,1,0
859,1,1,3843,3843,3,1,0,1,False,active,0,20,1605271594,,,1605279595,1605279595,0,0
860,1,1,3844,3844,4,1,0,1,False,active,0,21,1605278324,,,1605279595,1605279595,1,0
861,1,1,3845,3845,3,0,0,1,False,active,0,18,1605278711,,,1605279595,1605279595,0,0
862,1,1,3846,3846,5,4,0,1,False,active,0,20,1605276369,,,1605279595,1605279595,0,2
863,1,1,3847,3847,0,0,0,1,False,active,0,25,1605257859,,,1605279595,1605279595,0,0
864,1,1,3848,3848,0,0,0,1,False,active,1,31,1605278266,,,1605279595,1605279595,0,0
865,1,1,3849,3849,6,1,0,1,False,active,0,11,1605279464,,,1605279595,1605279595,0,0
866,1,1,3850,3850,20,0,0,1,False,active,0,5,1605275076,,,1605279595,1605279595,1,0
867,1,1,3851,3851,11,2,0,1,False,active,0,9,1605256655,,,1605279595,1605279595,0,1
868,1,1,3852,3852,13,1,0,1,False,active,0,4,1605279032,,,1605279595,1605279595,1,0
869,1,1,3853,3853,18,1,0,1,False,active,2,0,1605277559,,,1605279595,1605279595,0,0
870,1,1,3854,3854,4,1,0,1,False,active,0,20,1605278223,,,1605279595,1605279595,0,1
