,station_id,num_bikes_available,eightd_has_available_keys,last_reported,legacy_id,num_docks_available,num_ebikes_available,num_bikes_disabled,station_status,is_installed,num_docks_disabled,is_renting,is_returning,starttime,timestamp,demand,supply
292,3070,7,False,1604227010,3070,16,0,0,active,1,0,1,1,1604239360,1604239360,7,7
293,3071,2,False,1604237227,3071,17,0,0,active,1,0,1,1,1604239360,1604239360,2,2
294,3072,0,False,1604215421,3072,23,0,1,active,1,0,1,1,1604239360,1604239360,0,0
295,3074,30,False,1604235107,3074,10,1,2,active,1,0,1,1,1604239360,1604239360,30,30
296,3075,11,False,1604215283,3075,22,0,0,active,1,0,1,1,1604239360,1604239360,11,11
297,3076,15,False,1604239162,3076,21,0,0,active,1,0,1,1,1604239360,1604239360,15,15
298,3077,3,False,1604234173,3077,30,0,0,active,1,0,1,1,1604239360,1604239360,3,3
299,3078,6,False,1604238750,3078,21,0,0,active,1,0,1,1,1604239360,1604239360,6,6
300,3080,18,False,1604236051,3080,3,1,0,active,1,0,1,1,1604239360,1604239360,18,18
301,3081,3,False,1604238813,3081,26,1,0,active,1,0,1,1,1604239360,1604239360,3,3
302,3082,16,False,1604238597,3082,9,0,0,active,1,0,1,1,1604239360,1604239360,16,16
303,3083,7,False,1604219698,3083,24,0,1,active,1,0,1,1,1604239360,1604239360,7,7
304,3085,19,False,1604239316,3085,6,1,0,active,1,0,1,1,1604239360,1604239360,19,19
305,3086,3,False,1604239191,3086,26,0,1,active,1,0,1,1,1604239360,1604239360,3,3
306,3087,27,False,1604238980,3087,3,0,0,active,1,0,1,1,1604239360,1604239360,27,27
307,3088,17,False,1604239102,3088,2,3,0,active,1,0,1,1,1604239360,1604239360,17,17
308,3092,14,False,1604238858,3092,12,3,1,active,1,0,1,1,1604239360,1604239360,14,14
309,3093,12,False,1604239133,3093,15,2,1,active,1,0,1,1,1604239360,1604239360,12,12
310,3094,7,False,1604238003,3094,11,0,0,active,1,0,1,1,1604239360,1604239360,7,7
311,3095,9,False,1604215493,3095,17,0,0,active,1,0,1,1,1604239360,1604239360,9,9
312,3096,14,False,1604238511,3096,25,1,0,active,1,0,1,1,1604239360,1604239360,14,14
313,3100,15,False,1604237741,3100,35,0,1,active,1,0,1,1,1604239360,1604239360,15,15
314,3101,24,False,1604239344,3101,3,0,0,active,1,0,1,1,1604239360,1604239360,24,24
315,3102,16,False,1604238532,3102,11,0,0,active,1,0,1,1,1604239360,1604239360,16,16
316,3105,23,False,1604215329,3105,1,1,0,active,1,0,1,1,1604239360,1604239360,23,23
317,3106,6,False,1604239019,3106,15,0,1,active,1,0,1,1,1604239360,1604239360,6,6
318,3107,39,False,1604236905,3107,0,4,0,active,1,0,1,1,1604239360,1604239360,39,39
319,3108,26,False,1604238249,3108,23,8,2,active,1,0,1,1,1604239360,1604239360,26,26
320,3109,29,False,1604238930,3109,1,1,1,active,1,0,1,1,1604239360,1604239360,29,29
321,3110,20,False,1604238081,3110,7,0,1,active,1,0,1,1,1604239360,1604239360,20,20
322,3112,27,False,1604239286,3112,4,0,2,active,1,0,1,1,1604239360,1604239360,27,27
323,3113,15,False,1604237890,3113,12,1,0,active,1,0,1,1,1604239360,1604239360,15,15
324,3115,32,False,1604238666,3115,18,1,0,active,1,0,1,1,1604239360,1604239360,32,32
325,3116,29,False,1604237593,3116,6,0,0,active,1,0,1,1,1604239360,1604239360,29,29
326,3117,20,False,1604238866,3117,5,1,2,active,1,0,1,1,1604239360,1604239360,20,20
327,3118,23,False,1604238854,3118,19,0,0,active,1,0,1,1,1604239360,1604239360,23,23
328,3119,8,False,1604238209,3119,37,3,0,active,1,0,1,1,1604239360,1604239360,8,8
329,3121,4,False,1604238347,3121,23,1,0,active,1,0,1,1,1604239360,1604239360,4,4
330,3122,6,False,1604235694,3122,73,1,0,active,1,0,1,1,1604239360,1604239360,6,6
331,3123,31,False,1604238193,3123,16,2,0,active,1,0,1,1,1604239360,1604239360,31,31
332,3124,10,False,1604238141,3124,6,0,0,active,1,0,1,1,1604239360,1604239360,10,10
333,3125,8,False,1604239159,3125,15,4,0,active,1,0,1,1,1604239360,1604239360,8,8
334,3126,3,False,1604238974,3126,30,0,1,active,1,0,1,1,1604239360,1604239360,3,3
335,3127,0,False,1604215364,3127,35,0,0,active,1,0,1,1,1604239360,1604239360,0,0
336,3128,0,False,1604226532,3128,27,0,0,active,1,0,1,1,1604239360,1604239360,0,0
337,3129,19,True,1604238482,3129,21,4,0,active,1,0,1,1,1604239360,1604239360,19,19
338,3130,7,False,1604233232,3130,23,1,0,active,1,0,1,1,1604239360,1604239360,7,7
339,3131,0,False,86400,3131,0,0,0,out_of_service,0,0,0,0,1604239360,1604239360,0,0
340,3132,3,False,1604237466,3132,32,2,0,active,1,0,1,1,1604239360,1604239360,3,3
341,3134,0,False,1604237464,3134,39,0,0,active,1,0,1,1,1604239360,1604239360,0,0
342,3135,7,False,1604238848,3135,33,0,0,active,1,1,1,1,1604239360,1604239360,7,7
343,3136,11,False,1604238044,3136,36,3,0,active,1,0,1,1,1604239360,1604239360,11,11
344,3137,20,True,1604238995,3137,9,10,2,active,1,0,1,1,1604239360,1604239360,20,20
345,3139,6,False,1604238937,3139,36,3,1,active,1,0,1,1,1604239360,1604239360,6,6
346,3140,17,False,1604239285,3140,35,0,3,active,1,0,1,1,1604239360,1604239360,17,17
347,3141,7,False,1604238760,3141,49,1,2,active,1,0,1,1,1604239360,1604239360,7,7
348,3142,9,False,1604239165,3142,32,0,0,active,1,0,1,1,1604239360,1604239360,9,9
349,3143,20,False,1604239287,3143,26,9,1,active,1,0,1,1,1604239360,1604239360,20,20
350,3144,20,False,1604239329,3144,24,1,2,active,1,0,1,1,1604239360,1604239360,20,20
351,3145,16,False,1604239042,3145,29,4,0,active,1,0,1,1,1604239360,1604239360,16,16
352,3146,14,False,1604239251,3146,30,5,3,active,1,0,1,1,1604239360,1604239360,14,14
353,3147,21,False,1604239103,3147,18,5,0,active,1,0,1,1,1604239360,1604239360,21,21
354,3148,25,False,1604239314,3148,6,1,0,active,1,0,1,1,1604239360,1604239360,25,25
355,3150,21,False,1604238749,3150,26,0,0,active,1,0,1,1,1604239360,1604239360,21,21
356,3151,18,False,1604238386,3151,25,0,0,active,1,0,1,1,1604239360,1604239360,18,18
357,3152,11,False,1604238845,3152,31,1,0,active,1,0,1,1,1604239360,1604239360,11,11
358,3154,8,False,1604237816,3154,22,3,1,active,1,0,1,1,1604239360,1604239360,8,8
359,3156,10,False,1604238658,3156,27,2,0,active,1,0,1,1,1604239360,1604239360,10,10
360,3157,23,False,1604238702,3157,4,0,0,active,1,0,1,1,1604239360,1604239360,23,23
361,3158,8,False,1604239265,3158,23,6,0,active,1,0,1,1,1604239360,1604239360,8,8
362,3159,2,False,1604237706,3159,29,0,0,active,1,0,1,1,1604239360,1604239360,2,2
363,3160,18,True,1604238774,3160,21,7,0,active,1,0,1,1,1604239360,1604239360,18,18
364,3161,17,False,1604239113,3161,42,2,0,active,1,0,1,1,1604239360,1604239360,17,17
365,3163,29,True,1604238825,3163,14,2,0,active,1,0,1,1,1604239360,1604239360,29,29
366,3164,53,False,1604239268,3164,11,2,3,active,1,0,1,1,1604239360,1604239360,53,53
367,3165,33,False,1604238330,3165,16,4,2,active,1,0,1,1,1604239360,1604239360,33,33
368,3166,6,False,1604237984,3166,31,2,4,active,1,0,1,1,1604239360,1604239360,6,6
369,3167,14,False,1604239256,3167,41,5,0,active,1,0,1,1,1604239360,1604239360,14,14
370,3169,10,False,1604238617,3169,28,0,1,active,1,0,1,1,1604239360,1604239360,10,10
371,3170,9,False,1604239175,3170,25,0,1,active,1,0,1,1,1604239360,1604239360,9,9
372,3171,0,False,1604239224,3171,38,0,1,active,1,0,1,1,1604239360,1604239360,0,0
373,3172,4,False,1604239192,3172,22,1,0,active,1,1,1,1,1604239360,1604239360,4,4
374,3173,16,False,1604239178,3173,23,0,0,active,1,0,1,1,1604239360,1604239360,16,16
375,3175,3,False,1604239069,3175,27,0,1,active,1,0,1,1,1604239360,1604239360,3,3
376,3177,6,False,1604238982,3177,57,4,0,active,1,0,1,1,1604239360,1604239360,6,6
377,3178,0,False,1604238354,3178,38,0,1,active,1,0,1,1,1604239360,1604239360,0,0
378,3179,5,False,1604238189,3179,18,2,0,active,1,0,1,1,1604239360,1604239360,5,5
379,3182,31,False,1604220194,3182,7,0,4,active,1,0,1,1,1604239360,1604239360,31,31
380,3184,4,False,1604238636,3184,10,0,0,active,1,0,1,1,1604239360,1604239360,4,4
381,3185,10,False,1604238228,3185,12,0,0,active,1,0,1,1,1604239360,1604239360,10,10
382,3186,14,False,1604162228,3186,28,0,0,active,1,0,0,0,1604239360,1604239360,14,14
383,3187,13,False,1604238780,3187,8,0,1,active,1,0,1,1,1604239360,1604239360,13,13
384,3191,17,False,1604216648,3191,1,0,0,active,1,0,1,1,1604239360,1604239360,17,17
385,3192,6,False,1604237420,3192,16,0,0,active,1,0,1,1,1604239360,1604239360,6,6
386,3193,13,False,1604237150,3193,5,0,0,active,1,0,1,1,1604239360,1604239360,13,13
387,3194,0,False,1604227515,3194,21,0,1,active,1,0,1,1,1604239360,1604239360,0,0
388,3195,0,False,1604238843,3195,34,0,0,active,1,0,1,1,1604239360,1604239360,0,0
389,3196,2,False,1604216579,3196,16,0,0,active,1,0,1,1,1604239360,1604239360,2,2
390,3198,0,False,1604216700,3198,18,0,0,active,1,0,1,1,1604239360,1604239360,0,0
391,3199,8,False,1604234407,3199,6,0,0,active,1,0,1,1,1604239360,1604239360,8,8
392,3201,2,False,1604215372,3201,16,0,0,active,1,0,1,1,1604239360,1604239360,2,2
393,3202,0,False,1604238500,3202,17,0,1,active,1,0,1,1,1604239360,1604239360,0,0
394,3203,23,False,1604239300,3203,3,0,0,active,1,0,1,1,1604239360,1604239360,23,23
395,3205,7,False,1604236198,3205,15,0,0,active,1,0,1,1,1604239360,1604239360,7,7
396,3206,0,False,1604215437,3206,26,0,0,active,1,0,1,1,1604239360,1604239360,0,0
397,3207,0,False,1604216498,3207,26,0,0,active,1,0,1,1,1604239360,1604239360,0,0
398,3209,17,False,1604235831,3209,5,0,0,active,1,0,1,1,1604239360,1604239360,17,17
399,3210,14,False,1604216530,3210,4,0,0,active,1,0,1,1,1604239360,1604239360,14,14
400,3211,22,False,1604236807,3211,0,0,0,active,1,0,1,1,1604239360,1604239360,22,22
401,3212,1,False,1604237625,3212,20,0,1,active,1,0,1,1,1604239360,1604239360,1,1
402,3213,16,False,1604238444,3213,6,0,0,active,1,0,1,1,1604239360,1604239360,16,16
403,3214,4,False,1604238869,3214,18,0,0,active,1,0,1,1,1604239360,1604239360,4,4
404,3220,7,False,1604235437,3220,11,0,0,active,1,0,1,1,1604239360,1604239360,7,7
405,3221,21,False,1604238711,3221,3,2,3,active,1,0,1,1,1604239360,1604239360,21,21
406,3225,3,False,1604235034,3225,11,0,0,active,1,0,1,1,1604239360,1604239360,3,3
407,3226,21,True,1604239245,3226,23,0,1,active,1,0,1,1,1604239360,1604239360,21,21
408,3231,2,False,1604239144,3231,37,2,0,active,1,0,1,1,1604239360,1604239360,2,2
409,3232,15,False,1604239289,3232,31,1,1,active,1,0,1,1,1604239360,1604239360,15,15
410,3233,0,False,1604213086,3233,39,0,0,active,1,0,1,1,1604239360,1604239360,0,0
411,3235,3,False,1604238416,3235,23,1,0,active,1,0,1,1,1604239360,1604239360,3,3
412,3236,14,False,1604239259,3236,16,0,3,active,1,0,1,1,1604239360,1604239360,14,14
413,3241,4,False,1604239214,3241,14,0,1,active,1,0,1,1,1604239360,1604239360,4,4
414,3242,2,False,1604238931,3242,37,0,0,active,1,0,1,1,1604239360,1604239360,2,2
415,3243,5,False,1604236358,3243,23,0,1,active,1,0,1,1,1604239360,1604239360,5,5
416,3244,17,False,1604238941,3244,23,3,2,active,1,0,1,1,1604239360,1604239360,17,17
417,3246,2,False,1604238530,3246,37,2,0,active,1,0,1,1,1604239360,1604239360,2,2
418,3249,1,False,1604237821,3249,18,0,0,active,1,0,1,1,1604239360,1604239360,1,1
419,3254,22,False,1604214245,3254,2,0,5,active,1,0,1,1,1604239360,1604239360,22,22
420,3255,16,False,1604239308,3255,1,1,1,active,1,0,1,1,1604239360,1604239360,16,16
421,3256,23,False,1604238211,3256,0,0,0,active,1,0,1,1,1604239360,1604239360,23,23
422,3259,15,False,1604239236,3259,11,1,1,active,1,0,1,1,1604239360,1604239360,15,15
423,3260,24,False,1604239076,3260,20,0,1,active,1,0,1,1,1604239360,1604239360,24,24
424,3263,38,False,1604239338,3263,18,0,3,active,1,0,1,1,1604239360,1604239360,38,38
425,3267,11,False,1604239328,3267,3,0,0,active,1,0,1,1,1604239360,1604239360,11,11
426,3268,13,False,1604234865,3268,1,0,0,active,1,0,1,1,1604239360,1604239360,13,13
427,3269,11,False,1604217697,3269,3,0,0,active,1,0,1,1,1604239360,1604239360,11,11
428,3270,8,False,1604237829,3270,6,0,0,active,1,0,1,1,1604239360,1604239360,8,8
429,3272,7,False,1604239011,3272,7,0,0,active,1,0,1,1,1604239360,1604239360,7,7
430,3273,13,False,1604234305,3273,5,0,0,active,1,0,1,1,1604239360,1604239360,13,13
431,3275,11,False,1604236216,3275,3,0,0,active,1,0,1,1,1604239360,1604239360,11,11
432,3276,20,False,1604237594,3276,6,0,0,active,1,0,1,1,1604239360,1604239360,20,20
433,3277,14,False,1604221980,3277,0,0,0,active,1,0,1,1,1604239360,1604239360,14,14
434,3278,13,False,1604216571,3278,1,0,0,active,1,0,1,1,1604239360,1604239360,13,13
435,3279,7,False,1604216617,3279,11,0,0,active,1,0,1,1,1604239360,1604239360,7,7
436,3280,8,False,1604217958,3280,6,0,0,active,1,0,1,1,1604239360,1604239360,8,8
437,3281,8,False,1604216677,3281,6,0,0,active,1,0,1,1,1604239360,1604239360,8,8
438,3282,22,True,1604239123,3282,16,2,0,active,1,0,1,1,1604239360,1604239360,22,22
439,3283,16,False,1604238965,3283,31,4,0,active,1,0,1,1,1604239360,1604239360,16,16
440,3284,14,False,1604238537,3284,24,1,0,active,1,0,1,1,1604239360,1604239360,14,14
441,3285,1,False,1604238934,3285,42,0,0,active,1,0,1,1,1604239360,1604239360,1,1
442,3286,34,False,1604238589,3286,5,7,0,active,1,0,1,1,1604239360,1604239360,34,34
443,3287,4,False,1604238699,3287,42,1,1,active,1,0,1,1,1604239360,1604239360,4,4
444,3288,33,False,1604238487,3288,6,2,0,active,1,0,1,1,1604239360,1604239360,33,33
445,3289,12,False,1604237152,3289,20,2,0,active,1,0,1,1,1604239360,1604239360,12,12
446,3290,21,False,1604239271,3290,14,0,0,active,1,0,1,1,1604239360,1604239360,21,21
447,3292,22,False,1604239068,3292,19,0,2,active,1,0,1,1,1604239360,1604239360,22,22
448,3293,13,False,1604239211,3293,11,3,0,active,1,0,1,1,1604239360,1604239360,13,13
449,3294,8,True,1604238886,3294,30,6,0,active,1,0,1,1,1604239360,1604239360,8,8
450,3296,32,False,1604238898,3296,10,1,0,active,1,0,1,1,1604239360,1604239360,32,32
451,3297,14,False,1604239310,3297,7,5,0,active,1,0,1,1,1604239360,1604239360,14,14
452,3298,13,False,1604238928,3298,10,0,0,active,1,0,1,1,1604239360,1604239360,13,13
453,3299,6,False,1604239342,3299,18,0,1,active,1,0,1,1,1604239360,1604239360,6,6
454,3300,6,False,1604239118,3300,18,4,1,active,1,0,1,1,1604239360,1604239360,6,6
455,3301,7,False,1604239181,3301,31,4,1,active,1,0,1,1,1604239360,1604239360,7,7
456,3302,15,False,1604237615,3302,7,3,0,active,1,0,1,1,1604239360,1604239360,15,15
457,3303,25,False,1604238592,3303,0,1,0,active,1,0,1,1,1604239360,1604239360,25,25
458,3304,27,False,1604238918,3304,0,4,0,active,1,0,1,1,1604239360,1604239360,27,27
459,3305,32,False,1604239105,3305,7,0,0,active,1,0,1,1,1604239360,1604239360,32,32
460,3306,4,False,1604238477,3306,19,1,0,active,1,0,1,1,1604239360,1604239360,4,4
461,3307,28,False,1604238991,3307,2,4,1,active,1,0,1,1,1604239360,1604239360,28,28
462,3308,24,False,1604238052,3308,2,0,1,active,1,0,1,1,1604239360,1604239360,24,24
463,3309,7,False,1604238690,3309,22,0,1,active,1,0,1,1,1604239360,1604239360,7,7
464,3310,18,False,1604239319,3310,5,3,1,active,1,0,1,1,1604239360,1604239360,18,18
465,3311,16,False,1604238137,3311,4,0,1,active,1,0,1,1,1604239360,1604239360,16,16
466,3312,29,False,1604239295,3312,10,1,0,active,1,0,1,1,1604239360,1604239360,29,29
467,3313,28,False,1604239153,3313,1,0,0,active,1,0,1,1,1604239360,1604239360,28,28
468,3314,17,False,1604238598,3314,15,0,0,active,1,0,1,1,1604239360,1604239360,17,17
469,3315,21,False,1604238594,3315,1,0,1,active,1,0,1,1,1604239360,1604239360,21,21
470,3317,23,False,1604238750,3317,1,3,0,active,1,0,1,1,1604239360,1604239360,23,23
471,3318,35,False,1604238809,3318,4,0,0,active,1,0,1,1,1604239360,1604239360,35,35
472,3319,20,False,1604239348,3319,0,6,1,active,1,0,1,1,1604239360,1604239360,20,20
473,3321,10,False,1604238722,3321,15,0,0,active,1,0,1,1,1604239360,1604239360,10,10
474,3322,23,False,1604238793,3322,1,0,1,active,1,0,1,1,1604239360,1604239360,23,23
475,3323,47,True,1604239217,3323,11,0,1,active,1,0,1,1,1604239360,1604239360,47,47
476,3324,24,False,1604239322,3324,1,0,0,active,1,0,1,1,1604239360,1604239360,24,24
477,3325,8,False,1604237616,3325,23,3,0,active,1,0,0,0,1604239360,1604239360,8,8
478,3326,19,False,1604238963,3326,2,0,0,active,1,0,1,1,1604239360,1604239360,19,19
479,3327,15,False,1604239147,3327,11,2,1,active,1,0,1,1,1604239360,1604239360,15,15
480,3328,18,False,1604239310,3328,20,1,1,active,1,0,1,1,1604239360,1604239360,18,18
481,3329,25,False,1604239246,3329,2,1,0,active,1,0,1,1,1604239360,1604239360,25,25
482,3330,0,False,86400,3330,0,0,0,out_of_service,0,0,0,0,1604239360,1604239360,0,0
483,3331,32,True,1604239301,3331,6,6,1,active,1,0,1,1,1604239360,1604239360,32,32
484,3332,17,False,1604238919,3332,2,0,0,active,1,0,1,1,1604239360,1604239360,17,17
485,3333,21,False,1604217894,3333,0,0,0,active,1,0,1,1,1604239360,1604239360,21,21
486,3335,24,False,1604238447,3335,2,3,2,active,1,0,1,1,1604239360,1604239360,24,24
487,3336,10,False,1604239261,3336,29,4,2,active,1,0,1,1,1604239360,1604239360,10,10
488,3337,20,False,1604217799,3337,3,0,0,active,1,0,1,1,1604239360,1604239360,20,20
489,3338,27,False,1604236645,3338,4,2,0,active,1,0,1,1,1604239360,1604239360,27,27
490,3339,14,False,1604238155,3339,9,0,0,active,1,0,1,1,1604239360,1604239360,14,14
491,3340,20,False,1604235484,3340,1,0,0,active,1,0,1,1,1604239360,1604239360,20,20
492,3342,20,False,1604236456,3342,2,1,1,active,1,0,1,1,1604239360,1604239360,20,20
493,3343,5,False,1604235876,3343,18,1,0,active,1,0,1,1,1604239360,1604239360,5,5
494,3344,6,False,1604237227,3344,13,1,0,active,1,0,1,1,1604239360,1604239360,6,6
495,3345,2,False,1604238579,3345,32,0,1,active,1,0,1,1,1604239360,1604239360,2,2
496,3346,18,False,1604238683,3346,11,2,0,active,1,0,1,1,1604239360,1604239360,18,18
497,3347,16,False,1604239245,3347,5,1,0,active,1,0,1,1,1604239360,1604239360,16,16
498,3348,9,False,1604236987,3348,10,1,0,active,1,0,1,1,1604239360,1604239360,9,9
499,3349,6,False,1604239162,3349,23,2,0,active,1,1,1,1,1604239360,1604239360,6,6
500,3350,7,False,1604239279,3350,32,7,0,active,1,0,1,1,1604239360,1604239360,7,7
501,3351,19,False,1604239343,3351,6,0,0,active,1,0,1,1,1604239360,1604239360,19,19
502,3352,21,False,1604235988,3352,0,1,0,active,1,0,1,1,1604239360,1604239360,21,21
503,3354,6,True,1604238924,3354,24,0,1,active,1,0,1,1,1604239360,1604239360,6,6
504,3355,4,False,1604238359,3355,21,2,0,active,1,0,1,1,1604239360,1604239360,4,4
505,3356,2,False,1604238432,3356,16,2,3,active,1,0,1,1,1604239360,1604239360,2,2
506,3357,34,False,1604239295,3357,0,3,1,active,1,0,1,1,1604239360,1604239360,34,34
507,3358,4,False,1604238994,3358,21,0,0,active,1,0,1,1,1604239360,1604239360,4,4
508,3359,0,False,86400,3359,0,0,0,out_of_service,0,0,0,0,1604239360,1604239360,0,0
509,3361,11,False,1604238141,3361,12,2,0,active,1,0,1,1,1604239360,1604239360,11,11
510,3362,8,False,1604237298,3362,26,3,0,active,1,0,1,1,1604239360,1604239360,8,8
511,3363,10,False,1604239187,3363,23,0,0,active,1,0,1,1,1604239360,1604239360,10,10
512,3364,16,False,1604233334,3364,10,0,1,active,1,0,1,1,1604239360,1604239360,16,16
513,3365,7,False,1604239199,3365,20,2,0,active,1,0,1,1,1604239360,1604239360,7,7
514,3366,15,False,1604239177,3366,16,4,0,active,1,0,1,1,1604239360,1604239360,15,15
515,3367,12,False,1604239273,3367,26,1,1,active,1,0,1,1,1604239360,1604239360,12,12
516,3368,19,False,1604239334,3368,10,0,1,active,1,0,1,1,1604239360,1604239360,19,19
517,3369,9,False,1604237198,3369,18,2,2,active,1,0,1,1,1604239360,1604239360,9,9
518,3370,13,False,1604239163,3370,12,2,0,active,1,0,1,1,1604239360,1604239360,13,13
519,3372,20,False,1604239146,3372,18,9,1,active,1,0,1,1,1604239360,1604239360,20,20
520,3373,24,False,1604239034,3373,3,0,0,active,1,0,1,1,1604239360,1604239360,24,24
521,3374,34,True,1604239269,3374,2,1,0,active,1,0,1,1,1604239360,1604239360,34,34
522,3375,2,False,1604237554,3375,30,0,2,active,1,1,1,1,1604239360,1604239360,2,2
523,3376,10,False,1604239155,3376,28,0,1,active,1,0,1,1,1604239360,1604239360,10,10
524,3377,22,False,1604238551,3377,3,0,0,active,1,0,1,1,1604239360,1604239360,22,22
525,3378,7,False,1604239227,3378,21,4,0,active,1,0,1,1,1604239360,1604239360,7,7
526,3379,27,False,1604238530,3379,8,0,0,active,1,0,1,1,1604239360,1604239360,27,27
527,3381,9,False,1604217700,3381,12,0,0,active,1,0,1,1,1604239360,1604239360,9,9
528,3382,30,False,1604239022,3382,1,1,0,active,1,0,1,1,1604239360,1604239360,30,30
529,3383,6,False,1604239341,3383,18,3,1,active,1,0,1,1,1604239360,1604239360,6,6
530,3384,14,False,1604236440,3384,10,4,1,active,1,0,1,1,1604239360,1604239360,14,14
531,3386,10,False,1604217728,3386,16,0,1,active,1,0,1,1,1604239360,1604239360,10,10
532,3387,20,False,1604238573,3387,4,1,1,active,1,0,1,1,1604239360,1604239360,20,20
533,3388,20,False,1604239038,3388,4,0,1,active,1,0,1,1,1604239360,1604239360,20,20
534,3389,24,False,1604234678,3389,3,1,1,active,1,0,1,1,1604239360,1604239360,24,24
535,3390,22,False,1604237521,3390,2,0,0,active,1,0,1,1,1604239360,1604239360,22,22
536,3391,24,False,1604237582,3391,1,6,0,active,1,0,1,1,1604239360,1604239360,24,24
537,3392,19,False,1604236775,3392,0,0,0,active,1,0,1,1,1604239360,1604239360,19,19
538,3393,18,False,1604237537,3393,0,0,1,active,1,0,1,1,1604239360,1604239360,18,18
539,3394,21,False,1604217889,3394,0,1,0,active,1,0,1,1,1604239360,1604239360,21,21
540,3395,19,False,1604217833,3395,0,0,0,active,1,0,1,1,1604239360,1604239360,19,19
541,3396,12,False,1604237601,3396,12,1,1,active,1,0,1,1,1604239360,1604239360,12,12
542,3397,23,False,1604224865,3397,1,4,1,active,1,0,1,1,1604239360,1604239360,23,23
543,3398,22,False,1604238826,3398,1,3,0,active,1,0,1,1,1604239360,1604239360,22,22
544,3399,19,False,1604217708,3399,5,0,0,active,1,0,1,1,1604239360,1604239360,19,19
545,3400,18,True,1604239042,3400,6,0,0,active,1,0,1,1,1604239360,1604239360,18,18
546,3402,3,False,1604239349,3402,20,1,0,active,1,0,1,1,1604239360,1604239360,3,3
547,3403,26,False,1604238712,3403,5,0,0,active,1,0,1,1,1604239360,1604239360,26,26
548,3404,25,False,1604233544,3404,2,0,0,active,1,0,1,1,1604239360,1604239360,25,25
549,3405,7,False,1604238481,3405,14,0,2,active,1,0,1,1,1604239360,1604239360,7,7
550,3407,22,False,1604224143,3407,1,0,0,active,1,0,1,1,1604239360,1604239360,22,22
551,3408,25,False,1604238165,3408,2,3,0,active,1,0,1,1,1604239360,1604239360,25,25
552,3409,42,False,1604239154,3409,6,1,0,active,1,0,1,1,1604239360,1604239360,42,42
553,3410,71,False,1604237965,3410,6,1,0,active,1,0,1,1,1604239360,1604239360,71,71
554,3411,23,False,1604238305,3411,3,1,1,active,1,0,1,1,1604239360,1604239360,23,23
555,3412,14,False,1604237634,3412,2,1,2,active,1,0,1,1,1604239360,1604239360,14,14
556,3414,27,False,1604239160,3414,5,0,1,active,1,0,1,1,1604239360,1604239360,27,27
557,3415,11,False,1604238622,3415,14,1,0,active,1,0,1,1,1604239360,1604239360,11,11
558,3416,1,False,1604237794,3416,24,0,0,active,1,0,1,1,1604239360,1604239360,1,1
559,3417,17,False,1604239323,3417,10,0,0,active,1,0,1,1,1604239360,1604239360,17,17
560,3418,5,False,1604238750,3418,26,0,2,active,1,0,1,1,1604239360,1604239360,5,5
561,3419,18,False,1604214201,3419,9,0,0,active,1,0,1,1,1604239360,1604239360,18,18
562,3420,19,False,1604217697,3420,2,2,0,active,1,0,1,1,1604239360,1604239360,19,19
563,3421,20,False,1604235399,3421,2,0,1,active,1,0,1,1,1604239360,1604239360,20,20
564,3422,20,False,1604238682,3422,1,0,0,active,1,0,1,1,1604239360,1604239360,20,20
565,3423,15,True,1604239286,3423,14,0,0,active,1,0,1,1,1604239360,1604239360,15,15
566,3424,19,False,1604239294,3424,8,0,0,active,1,0,1,1,1604239360,1604239360,19,19
567,3425,26,False,1604239034,3425,6,0,1,active,1,0,1,1,1604239360,1604239360,26,26
568,3429,36,False,1604238898,3429,1,2,2,active,1,0,1,1,1604239360,1604239360,36,36
569,3430,11,False,1604238390,3430,14,2,0,active,1,0,1,1,1604239360,1604239360,11,11
570,3435,17,False,1604239253,3435,26,1,2,active,1,0,1,1,1604239360,1604239360,17,17
571,3436,5,False,1604233142,3436,29,0,1,active,1,0,1,1,1604239360,1604239360,5,5
572,3437,8,False,1604239089,3437,31,3,0,active,1,0,1,1,1604239360,1604239360,8,8
573,3440,27,False,1604239096,3440,17,1,3,active,1,0,1,1,1604239360,1604239360,27,27
574,3443,0,False,1604236615,3443,40,0,0,active,1,0,1,1,1604239360,1604239360,0,0
575,3452,30,False,1604238899,3452,12,2,1,active,1,0,1,1,1604239360,1604239360,30,30
576,3453,11,False,1604238365,3453,8,1,0,active,1,0,1,1,1604239360,1604239360,11,11
577,3454,14,False,1604239059,3454,10,0,0,active,1,0,1,1,1604239360,1604239360,14,14
578,3456,8,False,1604237971,3456,14,2,0,active,1,0,1,1,1604239360,1604239360,8,8
579,3457,4,False,1604239176,3457,42,2,0,active,1,0,1,1,1604239360,1604239360,4,4
580,3461,27,False,1604239290,3461,6,1,0,active,1,0,1,1,1604239360,1604239360,27,27
581,3462,36,False,1604239092,3462,2,1,1,active,1,0,1,1,1604239360,1604239360,36,36
582,3463,20,False,1604239297,3463,16,0,1,active,1,0,1,1,1604239360,1604239360,20,20
583,3467,2,False,1604238873,3467,42,2,0,active,1,0,1,1,1604239360,1604239360,2,2
584,3469,13,False,1604239118,3469,10,4,0,active,1,0,1,1,1604239360,1604239360,13,13
585,3472,26,False,1604239126,3472,13,2,0,active,1,0,1,1,1604239360,1604239360,26,26
586,3477,25,False,1604227498,3477,7,1,1,active,1,0,1,1,1604239360,1604239360,25,25
