,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,legacy_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,station_status,starttime,timestamp,demand,supply
0,False,1,1,1,1608341006,72,9,0,46,0,0,72,active,1608357600,1608357600,0,0
1,False,1,1,1,1608353974,79,18,2,13,0,1,79,active,1608357600,1608357600,0,0
2,False,1,1,1,1608335861,82,22,1,4,0,5,82,active,1608357600,1608357600,0,0
3,False,1,1,1,1608355173,83,25,0,37,0,1,83,active,1608357600,1608357600,0,0
4,False,1,1,1,1608356141,116,36,1,13,0,4,116,active,1608357600,1608357600,0,0
5,False,1,1,1,1608349848,119,27,1,25,0,3,119,active,1608357600,1608357600,0,1
6,False,1,0,1,1608345084,120,0,3,16,0,0,120,active,1608357600,1608357600,0,0
7,False,1,0,1,1608345127,127,0,31,0,0,0,127,active,1608357600,1608357600,0,0
8,False,1,0,1,1608343720,128,0,53,3,0,0,128,active,1608357600,1608357600,0,0
9,False,1,1,1,1608351119,143,8,0,16,0,0,143,active,1608357600,1608357600,0,0
10,False,1,1,1,1608351756,144,55,0,3,0,1,144,active,1608357600,1608357600,0,0
11,False,1,1,1,1608357532,146,18,1,20,0,3,146,active,1608357600,1608357600,0,0
12,False,1,1,1,1608354603,150,31,0,24,0,6,150,active,1608357600,1608357600,0,0
13,True,1,1,1,1608355582,151,3,1,29,0,1,151,active,1608357600,1608357600,0,2
14,False,1,1,1,1608354109,152,13,0,36,0,2,152,active,1608357600,1608357600,0,0
15,False,1,1,1,1608346921,157,9,1,12,1,1,157,active,1608357600,1608357600,0,0
16,False,1,1,1,1608344125,161,26,2,7,0,3,161,active,1608357600,1608357600,0,0
17,False,1,0,1,1608338027,164,0,8,39,0,0,164,active,1608357600,1608357600,0,0
18,False,1,1,1,1608356180,168,35,1,6,0,2,168,active,1608357600,1608357600,0,0
19,False,1,1,1,1608352364,173,52,2,16,0,22,173,active,1608357600,1608357600,0,0
20,False,1,1,1,1608356262,174,11,1,23,0,3,174,active,1608357600,1608357600,1,0
21,False,1,1,1,1608355855,212,11,0,49,0,2,212,active,1608357600,1608357600,1,0
22,False,1,1,1,1608342854,216,1,0,36,0,1,216,active,1608357600,1608357600,0,0
23,False,1,1,1,1608354190,217,23,1,15,0,0,217,active,1608357600,1608357600,0,0
24,False,1,1,1,1608355212,223,30,0,3,0,8,223,active,1608357600,1608357600,0,0
25,False,1,1,1,1608340513,224,3,0,31,0,0,224,active,1608357600,1608357600,0,0
26,False,1,1,1,1608349567,228,30,0,25,0,6,228,active,1608357600,1608357600,0,0
27,False,1,0,1,1608355158,229,0,23,0,0,0,229,active,1608357600,1608357600,0,0
28,False,1,1,1,1608341820,232,0,0,52,0,0,232,active,1608357600,1608357600,0,0
29,False,1,0,0,86400,236,0,0,0,0,0,236,active,1608357600,1608357600,0,0
30,False,1,0,0,1608187031,237,0,38,1,0,0,237,active,1608357600,1608357600,0,0
31,False,1,1,1,1608351086,238,4,0,27,0,1,238,active,1608357600,1608357600,1,0
32,False,1,1,1,1608339523,239,2,0,29,0,1,239,active,1608357600,1608357600,0,0
33,False,1,1,1,1608353254,241,0,0,23,0,0,241,active,1608357600,1608357600,0,0
34,False,1,1,1,1608357590,242,27,0,19,0,0,242,active,1608357600,1608357600,0,0
35,False,1,1,1,1608357315,244,3,1,26,1,0,244,active,1608357600,1608357600,0,3
36,True,1,1,1,1608338293,245,3,0,20,0,2,245,active,1608357600,1608357600,0,0
37,False,1,1,1,1608347746,247,65,0,14,0,3,247,active,1608357600,1608357600,0,0
38,False,1,1,1,1608345956,248,37,0,54,0,2,248,active,1608357600,1608357600,0,0
39,False,1,1,1,1608343476,249,26,0,1,0,1,249,active,1608357600,1608357600,0,0
40,False,1,0,1,1608339599,250,0,40,0,0,0,250,active,1608357600,1608357600,0,0
41,False,1,1,1,1608354406,251,17,0,10,0,2,251,active,1608357600,1608357600,0,1
42,False,1,1,1,1608343677,252,30,2,1,0,2,252,active,1608357600,1608357600,0,0
43,False,1,1,1,1608357012,254,45,0,2,0,3,254,active,1608357600,1608357600,0,0
44,False,1,1,1,1608346919,257,68,1,10,0,9,257,active,1608357600,1608357600,0,0
45,False,1,1,1,1608348671,258,1,0,22,0,1,258,active,1608357600,1608357600,1,0
46,False,1,1,1,1608351572,259,35,0,4,0,2,259,active,1608357600,1608357600,0,0
47,False,1,1,1,1608343930,260,10,0,23,0,2,260,active,1608357600,1608357600,0,0
48,False,1,1,1,1608353417,261,9,0,32,0,0,261,active,1608357600,1608357600,0,0
49,False,1,1,1,1608348387,262,1,0,23,0,1,262,active,1608357600,1608357600,0,0
50,False,1,1,1,1608344381,264,13,0,14,0,5,264,active,1608357600,1608357600,0,0
51,False,1,1,1,1608347916,265,22,0,13,0,1,265,active,1608357600,1608357600,0,0
52,False,1,1,1,1608354615,267,4,2,72,0,0,267,active,1608357600,1608357600,0,0
53,False,1,1,1,1608354889,268,17,1,9,0,1,268,active,1608357600,1608357600,0,0
54,False,1,1,1,1608346617,270,2,0,26,0,2,270,active,1608357600,1608357600,0,0
55,False,1,1,1,1608353860,274,3,0,28,0,0,274,active,1608357600,1608357600,0,0
56,False,1,1,1,1608347380,275,1,0,18,0,0,275,active,1608357600,1608357600,0,0
57,False,1,1,1,1608357408,276,6,0,19,0,0,276,active,1608357600,1608357600,0,0
58,False,1,1,1,1608344068,278,2,0,17,0,0,278,active,1608357600,1608357600,0,0
59,False,0,0,0,86400,280,0,0,0,0,0,280,out_of_service,1608357600,1608357600,0,0
60,True,1,1,1,1608348842,281,43,2,21,0,11,281,active,1608357600,1608357600,0,0
61,False,1,1,1,1608348067,282,5,1,21,0,4,282,active,1608357600,1608357600,0,0
